-0.4755,0
-0.4705,0
-0.4655,0
-0.4605,0
-0.4555,0
-0.4505,0
-0.4455,0
-0.4405,0
-0.4355,0
-0.4305,0
-0.4255,0
-0.4205,0
-0.4155,0
-0.4105,0
-0.4055,0
-0.4005,0
-0.3955,0
-0.3905,0
-0.3855,0
-0.3805,0
-0.3755,0
-0.3705,0
-0.3655,0
-0.3605,0
-0.3555,0
-0.3505,0
-0.3455,0
-0.3405,0
-0.3355,0
-0.3306,0
-0.3256,0
-0.3206,0
-0.3156,0
-0.3106,0
-0.3056,0
-0.3006,0
-0.2956,0
-0.2906,0
-0.2856,0
-0.2806,0
-0.2756,0
-0.2706,0
-0.2656,0
-0.2606,0
-0.2556,0
-0.2506,0
-0.2456,0
-0.2406,0
-0.2356,0
-0.2306,0
-0.2256,0
-0.2206,0
-0.2156,0
-0.2106,0
-0.2056,0
-0.2006,0
-0.1956,0
-0.1906,0
-0.1856,0
-0.1806,0
-0.1756,0
-0.1706,0
-0.1656,0
-0.1606,0
-0.1556,0
-0.1506,0
-0.1456,0
-0.1406,0
-0.1356,0
-0.1306,0
-0.1256,0
-0.1206,0
-0.1156,0
-0.1106,0
-0.1056,0
-0.1006,0
-0.0956,0
-0.0906,0
-0.0856,0
-0.0806,0
-0.0756,0
-0.0706,3
-0.0656,5
-0.0606,17
-0.0556,41
-0.0506,149
-0.0456,348
-0.0406,823
-0.0356,1674
-0.0306,3119
-0.0256,5340
-0.0206,8104
-0.0156,11340
-0.0106,14718
-0.0056,17137
-0.0006,18102
0.0043,17635
0.0093,15330
0.0143,12289
0.0193,8811
0.0243,6034
0.0293,3456
0.0343,2003
0.0393,924
0.0443,425
0.0493,196
0.0543,98
0.0593,27
0.0643,12
0.0693,2
0.0743,0
0.0793,0
0.0843,0
0.0893,0
0.0943,0
0.0993,0
0.1043,0
0.1093,0
0.1143,0
0.1193,0
0.1243,0
0.1293,0
0.1343,0
0.1393,0
0.1443,329
0.1493,213
0.1543,173
0.1593,179
0.1643,124
0.1693,171
0.1743,0
0.1793,0
0.1843,0
0.1893,0
0.1943,0
0.1993,0
0.2043,0
0.2093,0
0.2143,0
0.2193,0
0.2243,0
0.2293,0
0.2343,0
0.2393,0
0.2443,0
0.2493,304
0.2543,797
0.2593,1353
0.2643,2092
0.2693,3001
0.2743,3693
0.2793,4268
0.2843,4820
0.2893,4523
0.2943,4275
0.2993,3776
0.3043,3091
0.3093,2352
0.3143,1936
0.3193,1481
0.3243,1013
0.3293,833
0.3342,706
0.3392,606
0.3442,672
0.3492,559
0.3542,616
0.3592,614
0.3642,510
0.3692,514
0.3742,429
0.3792,427
0.3842,514
0.3892,415
0.3942,368
0.3992,345
0.4042,386
0.4092,389
0.4142,389
0.4192,399
0.4242,331
0.4292,380
0.4342,387
0.4392,340
0.4442,372
0.4492,415
0.4542,354
0.4592,357
0.4642,330
0.4692,355
0.4742,369
0.4792,367
0.4842,354
0.4892,351
0.4942,397
0.4992,429
0.5042,429
0.5092,411
0.5142,398
0.5192,439
0.5242,420
0.5292,439
0.5342,428
0.5392,380
0.5442,338
0.5492,406
0.5542,353
0.5592,318
0.5642,309
0.5692,333
0.5742,230
0.5792,318
0.5842,288
0.5892,264
0.5942,287
0.5992,310
0.6042,239
0.6092,332
0.6142,263
0.6192,296
0.6242,284
0.6292,267
0.6342,226
0.6392,282
0.6442,296
0.6492,257
0.6542,239
0.6592,267
0.6642,237
0.6691,274
0.6741,242
0.6791,267
0.6841,248
0.6891,224
0.6941,204
0.6991,254
0.7041,228
0.7091,243
0.7141,197
0.7191,236
0.7241,203
0.7291,268
0.7341,211
0.7391,246
0.7441,230
0.7491,216
0.7541,269
0.7591,212
0.7641,219
0.7691,199
0.7741,216
0.7791,223
0.7841,256
0.7891,202
0.7941,189
0.7991,251
0.8041,236
0.8091,219
0.8141,274
0.8191,261
0.8241,266
0.8291,264
0.8341,273
0.8391,311
0.8441,365
0.8491,476
0.8541,492
0.8591,544
0.8641,638
0.8691,704
0.8741,831
0.8791,861
0.8841,846
0.8891,907
0.8941,936
0.8991,937
0.9041,910
0.9091,844
0.9141,839
0.9191,725
0.9241,820
0.9291,678
0.9341,704
0.9391,746
0.9441,887
0.9491,922
0.9541,1279
0.9591,1528
0.9641,1988
0.9691,2481
0.9741,3255
0.9791,4172
0.9841,5166
0.9891,6356
0.9941,7610
0.9991,8611
1.004,9591
1.009,10598
1.014,10870
1.019,11081
1.024,11030
1.029,10499
1.034,9390
1.039,8447
1.044,7312
1.049,6122
1.054,4953
1.059,3958
1.064,2998
1.069,2276
1.074,1618
1.079,1204
1.084,838
1.089,625
1.094,460
1.099,345
1.104,299
1.109,248
1.114,197
1.119,184
1.124,139
1.129,139
1.134,137
1.139,115
1.144,147
1.149,115
1.154,103
1.159,104
1.164,125
1.169,81
1.174,102
1.179,122
1.184,109
1.189,103
1.194,113
1.199,103
1.204,112
1.209,111
1.214,141
1.219,135
1.224,134
1.229,115
1.234,100
1.239,98
1.244,125
1.249,148
1.254,117
1.259,118
1.264,104
1.269,111
1.274,120
1.279,100
1.284,121
1.289,128
1.294,123
1.299,113
1.304,129
1.309,134
1.314,120
1.319,106
1.324,123
1.329,126
1.3339,122
1.3389,114
1.3439,96
1.3489,105
1.3539,122
1.3589,119
1.3639,146
1.3689,132
1.3739,90
1.3789,113
1.3839,117
1.3889,145
1.3939,119
1.3989,94
1.4039,110
1.4089,101
1.4139,129
1.4189,110
1.4239,98
1.4289,114
1.4339,138
1.4389,129
1.4439,118
1.4489,147
1.4539,119
1.4589,108
1.4639,132
1.4689,138
1.4739,131
1.4789,134
1.4839,130
1.4889,112
1.4939,101
1.4989,103
1.5039,108
1.5089,124
1.5139,124
1.5189,114
1.5239,126
1.5289,125
1.5339,103
1.5389,113
1.5439,97
1.5489,111
1.5539,117
1.5589,96
1.5639,99
1.5689,121
1.5739,99
1.5789,116
1.5839,127
1.5889,105
1.5939,113
1.5989,107
1.6039,139
1.6089,99
1.6139,95
1.6189,119
1.6239,112
1.6289,102
1.6339,119
1.6389,98
1.6439,118
1.6489,105
1.6539,105
1.6589,103
1.6639,102
1.6688,124
1.6738,106
1.6788,113
1.6838,145
1.6888,119
1.6938,106
1.6988,90
1.7038,136
1.7088,119
1.7138,157
1.7188,142
1.7238,172
1.7288,156
1.7338,156
1.7388,149
1.7438,171
1.7488,168
1.7538,158
1.7588,171
1.7638,160
1.7688,146
