#TimeHarp 260  Histogram Data			06.08.2020 16:16:06
#channels per curve
32768
#display curve no.
0	1	
#memory block no.
0	1	
#ns/bin
0,0250	0,0250	
#counts
83	83	
75	78	
71	65	
80	91	
86	71	
90	77	
82	76	
99	83	
89	68	
85	83	
65	81	
85	82	
90	74	
85	75	
72	88	
67	75	
71	80	
62	77	
68	64	
97	71	
81	73	
98	92	
76	92	
56	73	
71	67	
81	76	
86	83	
62	83	
95	71	
73	74	
80	74	
87	69	
64	77	
73	73	
93	69	
84	82	
94	74	
87	80	
88	65	
67	77	
76	72	
77	67	
84	61	
78	82	
90	82	
74	76	
71	64	
73	74	
91	65	
78	60	
68	72	
89	76	
70	64	
82	82	
66	85	
51	66	
78	82	
72	62	
69	77	
73	75	
78	75	
91	80	
70	67	
65	73	
67	77	
80	71	
84	67	
72	65	
69	73	
70	64	
69	75	
77	84	
82	84	
75	81	
75	90	
75	74	
66	81	
89	64	
78	98	
78	58	
93	64	
70	92	
73	76	
74	72	
69	73	
86	79	
80	70	
73	77	
75	87	
93	85	
89	72	
67	81	
70	67	
80	84	
64	73	
72	83	
100	71	
65	71	
68	76	
84	70	
82	72	
68	82	
71	85	
88	98	
65	72	
66	81	
78	76	
95	70	
78	65	
57	83	
88	77	
71	83	
88	74	
63	75	
80	74	
73	80	
78	88	
74	81	
64	83	
77	78	
63	80	
83	79	
68	84	
86	70	
73	63	
82	65	
92	69	
75	73	
74	73	
75	86	
85	83	
92	80	
90	67	
90	71	
73	74	
66	82	
81	89	
68	73	
83	66	
70	77	
67	79	
88	74	
80	74	
74	66	
79	84	
64	67	
81	88	
70	87	
87	83	
73	87	
82	67	
83	67	
82	71	
83	72	
77	66	
65	77	
69	56	
100	88	
81	93	
77	100	
76	64	
92	75	
84	68	
79	76	
81	69	
74	74	
84	82	
101	78	
70	79	
79	86	
80	69	
83	61	
90	87	
78	75	
72	74	
79	77	
88	71	
84	64	
73	89	
83	81	
75	70	
81	83	
70	87	
94	75	
67	79	
68	79	
85	71	
77	67	
60	71	
74	86	
74	71	
96	77	
69	80	
73	76	
81	67	
79	80	
76	82	
73	83	
81	81	
82	72	
76	90	
87	69	
63	62	
79	74	
73	75	
82	76	
97	77	
78	72	
61	74	
68	87	
75	73	
89	81	
57	69	
76	65	
