#TimeHarp 260  Histogram Data			06.08.2020 16:15:20
#channels per curve
32768
#display curve no.
0	1	
#memory block no.
0	1	
#ns/bin
0,0250	0,0250	
#counts
57	64	
58	78	
45	49	
66	58	
56	57	
54	63	
53	70	
53	61	
61	70	
62	51	
68	64	
65	55	
58	51	
68	65	
57	50	
62	54	
60	50	
61	59	
48	45	
48	50	
58	54	
47	46	
76	42	
56	58	
52	63	
54	63	
53	52	
65	39	
63	55	
62	65	
55	53	
56	69	
58	48	
61	52	
61	72	
57	58	
70	54	
62	59	
48	71	
65	55	
62	59	
61	50	
69	50	
50	49	
57	51	
61	60	
58	55	
67	67	
48	61	
45	64	
52	63	
55	43	
61	50	
61	64	
48	58	
47	57	
54	43	
61	69	
65	57	
52	44	
51	48	
71	50	
56	67	
70	61	
51	48	
48	57	
48	47	
52	63	
51	51	
67	63	
58	51	
63	57	
59	52	
67	52	
62	57	
77	46	
51	44	
54	64	
78	56	
51	57	
65	66	
45	54	
49	51	
56	50	
60	72	
56	59	
51	60	
53	48	
53	50	
52	53	
57	60	
61	53	
56	68	
58	55	
47	59	
58	59	
56	56	
64	49	
50	52	
61	51	
64	47	
56	51	
57	64	
51	55	
71	60	
61	46	
56	61	
65	47	
62	55	
51	60	
57	72	
65	60	
55	68	
62	56	
61	55	
59	46	
61	66	
52	53	
43	56	
64	59	
47	61	
43	54	
59	45	
71	64	
60	58	
60	62	
52	57	
62	46	
49	51	
52	71	
52	43	
62	57	
62	64	
54	62	
77	52	
57	52	
64	61	
53	49	
47	70	
60	51	
54	57	
56	54	
53	48	
52	49	
51	48	
49	53	
50	63	
62	60	
43	60	
63	52	
54	66	
57	45	
59	67	
63	51	
61	51	
56	54	
69	68	
57	63	
51	58	
43	54	
50	47	
62	68	
50	55	
63	65	
55	58	
66	47	
66	59	
50	61	
58	62	
63	57	
49	56	
55	73	
42	45	
52	64	
58	57	
64	58	
54	55	
65	64	
62	64	
48	55	
61	55	
60	59	
76	57	
66	53	
65	68	
59	51	
54	48	
51	50	
61	54	
63	59	
58	53	
79	50	
46	56	
65	53	
48	58	
54	70	
58	57	
70	61	
73	53	
73	48	
61	53	
49	55	
60	50	
48	53	
55	57	
73	54	
40	57	
66	54	
57	73	
60	54	
49	60	
56	50	
61	55	
54	58	
