#TimeHarp 260  Histogram Data			06.08.2020 16:16:15
#channels per curve
32768
#display curve no.
0	1	
#memory block no.
0	1	
#ns/bin
0,0250	0,0250	
#counts
62	31	
56	30	
71	31	
59	31	
54	40	
56	37	
57	29	
73	33	
58	36	
52	37	
51	34	
75	23	
63	35	
54	28	
59	36	
52	30	
55	37	
59	30	
71	43	
64	39	
56	32	
56	38	
54	37	
48	24	
61	38	
48	38	
60	35	
48	34	
56	32	
60	41	
63	43	
58	33	
68	48	
54	29	
50	31	
52	36	
62	46	
61	43	
63	39	
54	30	
66	33	
47	41	
45	32	
59	37	
69	34	
52	40	
58	37	
57	25	
59	45	
62	41	
67	29	
62	30	
72	36	
52	53	
62	33	
52	34	
55	40	
44	43	
68	35	
45	46	
53	41	
76	37	
58	28	
46	39	
69	31	
55	26	
59	37	
74	34	
57	35	
54	41	
56	33	
57	42	
57	32	
67	38	
62	43	
51	36	
61	32	
59	36	
54	31	
64	39	
50	44	
66	28	
59	37	
57	26	
56	33	
55	28	
63	37	
72	40	
46	38	
61	43	
64	32	
61	46	
49	31	
54	32	
68	40	
54	36	
54	32	
59	43	
63	34	
46	37	
63	37	
59	31	
58	47	
60	30	
56	29	
52	33	
65	22	
69	42	
67	38	
61	33	
59	37	
46	31	
65	30	
52	34	
76	43	
63	35	
66	36	
57	33	
69	33	
69	34	
62	33	
61	37	
66	34	
64	29	
59	44	
41	45	
54	44	
58	28	
77	47	
71	29	
69	42	
53	37	
75	38	
54	36	
61	34	
69	38	
56	41	
58	35	
58	37	
75	33	
48	40	
54	24	
71	28	
60	42	
67	38	
71	25	
68	44	
65	33	
55	31	
61	43	
56	27	
53	35	
62	42	
62	27	
54	32	
52	33	
62	26	
62	25	
52	42	
67	33	
59	35	
61	34	
52	35	
63	37	
58	43	
55	51	
55	31	
69	29	
68	38	
62	34	
52	37	
58	34	
57	44	
69	36	
46	44	
65	25	
55	39	
68	34	
39	37	
66	37	
68	39	
55	48	
62	35	
49	45	
54	34	
57	39	
59	29	
62	33	
59	38	
56	33	
59	28	
69	38	
75	26	
58	43	
67	47	
69	37	
55	33	
60	36	
61	32	
57	35	
51	30	
48	38	
48	27	
58	35	
50	33	
55	30	
54	45	
47	51	
46	46	
54	40	
69	39	
72	39	
70	31	
55	25	
