#TimeHarp 260  Histogram Data			06.08.2020 16:15:38
#channels per curve
32768
#display curve no.
0	1	
#memory block no.
0	1	
#ns/bin
0,0250	0,0250	
#counts
44	36	
32	42	
42	37	
39	52	
43	51	
45	51	
48	57	
42	50	
43	42	
50	48	
53	45	
57	48	
49	40	
42	41	
46	39	
41	49	
44	49	
42	48	
44	39	
66	36	
51	46	
45	47	
40	44	
41	53	
55	59	
49	47	
42	54	
41	38	
40	41	
38	35	
39	44	
46	40	
51	54	
44	51	
34	41	
45	32	
40	40	
38	41	
44	28	
40	41	
39	42	
43	47	
48	41	
47	50	
39	45	
53	42	
49	52	
44	44	
36	46	
32	33	
36	42	
33	39	
41	44	
40	49	
40	42	
52	45	
55	48	
54	41	
35	50	
43	49	
44	43	
49	32	
55	44	
41	45	
42	50	
49	56	
49	48	
39	48	
46	53	
45	44	
48	42	
45	48	
53	44	
48	48	
49	50	
42	37	
41	36	
48	46	
37	38	
47	43	
31	60	
51	31	
48	49	
40	41	
58	48	
70	47	
37	36	
44	42	
45	34	
37	54	
49	61	
42	43	
45	51	
48	61	
48	44	
51	46	
51	52	
49	39	
40	39	
37	41	
48	40	
44	58	
47	52	
42	45	
49	48	
40	44	
51	43	
47	47	
57	43	
43	49	
48	54	
42	47	
50	50	
40	44	
43	49	
53	33	
47	39	
53	50	
45	50	
51	43	
48	46	
41	44	
51	48	
42	43	
48	40	
45	36	
53	36	
47	43	
49	43	
45	52	
51	44	
51	45	
50	44	
43	50	
46	38	
54	56	
51	51	
59	46	
36	51	
25	46	
41	41	
44	34	
56	41	
60	51	
45	44	
48	46	
35	40	
45	39	
41	50	
43	40	
35	45	
32	46	
42	46	
41	47	
47	49	
44	44	
42	53	
48	52	
34	40	
53	39	
36	48	
55	47	
46	39	
39	43	
53	41	
33	48	
44	39	
49	51	
36	40	
38	48	
39	37	
34	47	
42	38	
40	42	
59	51	
42	56	
49	40	
46	62	
55	41	
56	44	
37	38	
48	55	
45	50	
47	52	
42	32	
35	32	
58	32	
48	44	
48	41	
60	45	
51	50	
46	42	
37	51	
49	39	
52	40	
44	48	
40	52	
46	59	
46	40	
41	43	
44	49	
48	55	
45	40	
50	50	
47	47	
40	39	
44	36	
38	43	
52	45	
44	38	
56	41	
47	47	
50	46	
48	46	
