#TimeHarp 260  Histogram Data			06.08.2020 16:15:59
#channels per curve
32768
#display curve no.
0	1	
#memory block no.
0	1	
#ns/bin
0,0250	0,0250	
#counts
60	47	
56	55	
49	44	
49	59	
51	46	
49	50	
55	41	
68	52	
51	49	
66	51	
64	55	
63	60	
60	63	
53	55	
45	57	
53	60	
61	38	
58	35	
55	57	
54	53	
47	57	
59	41	
46	59	
52	48	
52	42	
59	60	
48	47	
69	46	
67	47	
60	46	
49	49	
58	58	
51	53	
54	56	
59	47	
65	54	
51	44	
54	51	
43	55	
66	41	
53	55	
67	41	
59	51	
58	40	
47	41	
59	59	
53	60	
52	53	
49	50	
44	57	
49	55	
61	48	
57	49	
52	58	
51	60	
56	50	
55	52	
71	57	
57	62	
55	53	
44	59	
66	47	
47	58	
70	52	
51	54	
59	46	
52	73	
52	51	
62	54	
50	55	
61	48	
51	43	
44	42	
55	51	
45	45	
57	47	
62	70	
50	48	
46	63	
58	48	
50	58	
41	56	
57	42	
54	38	
42	60	
60	63	
66	52	
45	44	
60	46	
55	46	
35	49	
62	59	
52	44	
53	47	
64	53	
73	44	
60	43	
61	40	
58	52	
66	59	
61	58	
58	57	
53	63	
51	50	
42	55	
53	49	
64	56	
50	51	
52	62	
61	63	
44	63	
56	51	
47	47	
52	47	
60	62	
53	48	
50	56	
55	53	
64	55	
59	39	
37	58	
42	43	
54	42	
47	49	
49	49	
71	53	
59	43	
50	48	
48	55	
43	71	
50	57	
60	42	
47	49	
54	50	
50	47	
48	57	
51	54	
49	59	
60	53	
56	63	
58	63	
66	55	
56	45	
47	41	
42	40	
62	54	
65	41	
46	54	
58	45	
52	65	
51	51	
46	49	
63	55	
49	67	
47	55	
57	56	
50	57	
42	60	
53	64	
57	50	
57	53	
48	56	
66	51	
48	60	
55	45	
41	59	
56	43	
58	48	
55	50	
54	66	
61	37	
56	46	
47	50	
59	49	
63	63	
52	44	
46	46	
56	48	
61	48	
39	54	
61	50	
54	50	
57	58	
50	41	
53	53	
56	42	
49	53	
63	53	
80	55	
54	48	
50	60	
55	54	
62	37	
42	50	
52	45	
57	52	
61	50	
54	44	
56	60	
60	48	
62	48	
52	53	
58	54	
57	63	
51	50	
49	51	
52	53	
50	46	
42	40	
53	55	
57	62	
60	58	
55	54	
42	48	
