Egy	FR0.25T	FR0.5T	FR0.75T	FR1T	FR1.2T	FR1.4T	
1.992	-0.034228	-0.080632	-0.11652	-0.16043	-0.19224	-0.22367
1.9911	-0.037873	-0.081355	-0.11744	-0.15925	-0.1914	-0.22332
1.9902	-0.0365	-0.078971	-0.11961	-0.1616	-0.19175	-0.22429
1.9893	-0.035437	-0.078929	-0.11895	-0.15849	-0.19128	-0.22616
1.9885	-0.037511	-0.079963	-0.11845	-0.15994	-0.19046	-0.2233
1.9876	-0.035953	-0.080474	-0.12019	-0.15977	-0.19117	-0.22318
1.9867	-0.035065	-0.077758	-0.11812	-0.15981	-0.18984	-0.22217
1.9858	-0.037775	-0.079061	-0.11822	-0.15753	-0.18947	-0.22234
1.9849	-0.038041	-0.08207	-0.1168	-0.16064	-0.19164	-0.22226
1.9841	-0.036326	-0.076551	-0.11776	-0.1594	-0.19096	-0.22345
1.9832	-0.034548	-0.077829	-0.11576	-0.15765	-0.18928	-0.21984
1.9823	-0.03685	-0.079177	-0.11796	-0.15757	-0.18864	-0.22127
1.9814	-0.035573	-0.081531	-0.11625	-0.15726	-0.18925	-0.22038
1.9806	-0.034214	-0.075812	-0.11725	-0.15641	-0.18896	-0.22119
1.9797	-0.035614	-0.077428	-0.11543	-0.15544	-0.18835	-0.22045
1.9788	-0.035893	-0.078443	-0.11697	-0.15903	-0.18995	-0.21998
1.9779	-0.032433	-0.080735	-0.11783	-0.15815	-0.18957	-0.22304
1.9771	-0.033169	-0.077636	-0.11605	-0.15523	-0.18684	-0.21929
1.9762	-0.035951	-0.079468	-0.11719	-0.15579	-0.18838	-0.21918
1.9753	-0.034549	-0.079404	-0.11765	-0.15801	-0.18888	-0.22104
1.9744	-0.032788	-0.07673	-0.11835	-0.15585	-0.18644	-0.21841
1.9736	-0.037955	-0.075769	-0.11649	-0.15614	-0.18463	-0.2171
1.9727	-0.032976	-0.078283	-0.11637	-0.15747	-0.18678	-0.21782
1.9718	-0.035388	-0.076223	-0.11445	-0.15682	-0.18513	-0.21947
1.971	-0.031382	-0.077447	-0.1135	-0.15191	-0.18375	-0.21558
1.9701	-0.03396	-0.077704	-0.11259	-0.15575	-0.18514	-0.21802
1.9692	-0.034398	-0.078774	-0.1156	-0.15511	-0.18534	-0.21866
1.9684	-0.034386	-0.075816	-0.11437	-0.15582	-0.18483	-0.21462
1.9675	-0.034552	-0.078198	-0.11601	-0.15614	-0.18347	-0.2159
1.9667	-0.033164	-0.079119	-0.11582	-0.15577	-0.18437	-0.21687
1.9658	-0.032105	-0.076825	-0.11757	-0.15444	-0.18542	-0.21718
1.9649	-0.032955	-0.074896	-0.11567	-0.15712	-0.18355	-0.21485
1.9641	-0.03707	-0.076887	-0.11663	-0.15503	-0.18471	-0.21898
1.9632	-0.032668	-0.075716	-0.11719	-0.15646	-0.18449	-0.21379
1.9624	-0.035676	-0.077712	-0.11373	-0.15434	-0.18223	-0.21652
1.9615	-0.035884	-0.076866	-0.11481	-0.15547	-0.18577	-0.21743
1.9606	-0.035896	-0.078072	-0.11824	-0.15656	-0.18456	-0.2152
1.9598	-0.033094	-0.077569	-0.11141	-0.15412	-0.18434	-0.21796
1.9589	-0.036289	-0.074524	-0.11618	-0.15422	-0.18302	-0.21634
1.9581	-0.037	-0.078165	-0.11328	-0.15559	-0.18436	-0.21295
1.9572	-0.035492	-0.076634	-0.11402	-0.15337	-0.18692	-0.21636
1.9564	-0.031867	-0.075131	-0.11234	-0.15415	-0.18229	-0.2158
1.9555	-0.037737	-0.077899	-0.11521	-0.154	-0.18143	-0.21527
1.9547	-0.034468	-0.075749	-0.11616	-0.15393	-0.18415	-0.21371
1.9538	-0.032758	-0.075622	-0.11161	-0.15444	-0.18204	-0.21327
1.953	-0.034171	-0.075298	-0.11345	-0.1541	-0.18194	-0.21005
1.9521	-0.035089	-0.075535	-0.11406	-0.15388	-0.1838	-0.21282
1.9513	-0.032928	-0.075428	-0.11503	-0.15689	-0.18193	-0.21507
1.9504	-0.032905	-0.073292	-0.11228	-0.15151	-0.18114	-0.21178
1.9496	-0.032732	-0.076743	-0.1124	-0.15195	-0.18198	-0.21206
1.9487	-0.034953	-0.077472	-0.11287	-0.1524	-0.18202	-0.21306
1.9479	-0.03307	-0.075693	-0.1139	-0.15272	-0.18388	-0.21178
1.947	-0.033708	-0.072907	-0.10921	-0.15007	-0.18293	-0.20987
1.9462	-0.033941	-0.076243	-0.11407	-0.15319	-0.18074	-0.2109
1.9453	-0.032396	-0.075279	-0.11073	-0.1534	-0.18216	-0.21083
1.9445	-0.032516	-0.072018	-0.11088	-0.1529	-0.18156	-0.21125
1.9437	-0.032875	-0.074466	-0.11105	-0.14901	-0.18036	-0.21
1.9428	-0.035115	-0.074899	-0.11328	-0.15237	-0.17955	-0.21328
1.942	-0.032629	-0.0743	-0.11334	-0.15185	-0.1806	-0.21151
1.9411	-0.032273	-0.073685	-0.1092	-0.14758	-0.17916	-0.21132
1.9403	-0.03224	-0.073387	-0.11135	-0.15277	-0.17871	-0.21009
1.9395	-0.030725	-0.073053	-0.11104	-0.15364	-0.179	-0.20911
1.9386	-0.031844	-0.07324	-0.11058	-0.15007	-0.17806	-0.20848
1.9378	-0.034954	-0.074859	-0.11066	-0.15081	-0.18086	-0.20956
1.9369	-0.034495	-0.074771	-0.11237	-0.15207	-0.17947	-0.21052
1.9361	-0.032773	-0.072764	-0.11301	-0.15343	-0.1789	-0.20967
1.9353	-0.033597	-0.072887	-0.11136	-0.15021	-0.18146	-0.20953
1.9344	-0.03845	-0.076556	-0.1117	-0.15177	-0.18121	-0.21114
1.9336	-0.032476	-0.076149	-0.11216	-0.14876	-0.17961	-0.21025
1.9328	-0.032899	-0.073365	-0.10987	-0.14932	-0.17595	-0.2086
1.9319	-0.03266	-0.07415	-0.11002	-0.14986	-0.17903	-0.20836
1.9311	-0.035631	-0.076034	-0.11085	-0.15012	-0.17882	-0.20882
1.9303	-0.033752	-0.074125	-0.11056	-0.15224	-0.17704	-0.20903
1.9295	-0.033682	-0.07338	-0.11021	-0.14746	-0.17762	-0.20918
1.9286	-0.033778	-0.075208	-0.10998	-0.15062	-0.17897	-0.20528
1.9278	-0.033076	-0.074931	-0.11055	-0.14962	-0.1802	-0.20836
1.927	-0.030711	-0.073248	-0.11044	-0.14834	-0.18049	-0.20739
1.9261	-0.031021	-0.072103	-0.10803	-0.14802	-0.1775	-0.20667
1.9253	-0.03319	-0.073055	-0.10898	-0.14864	-0.18077	-0.20996
1.9245	-0.031987	-0.072918	-0.11476	-0.14788	-0.17658	-0.20865
1.9237	-0.030424	-0.071795	-0.10911	-0.14945	-0.17767	-0.2078
1.9228	-0.03366	-0.070974	-0.11096	-0.14886	-0.17697	-0.20715
1.922	-0.030558	-0.071306	-0.11001	-0.14707	-0.17675	-0.20598
1.9212	-0.03135	-0.072927	-0.10931	-0.14718	-0.17671	-0.20795
1.9204	-0.032117	-0.07328	-0.11148	-0.1503	-0.17864	-0.20527
1.9196	-0.033328	-0.072062	-0.11168	-0.14732	-0.17878	-0.20834
1.9187	-0.032648	-0.07558	-0.11037	-0.15121	-0.17752	-0.20546
1.9179	-0.031971	-0.07342	-0.10921	-0.151	-0.17661	-0.20734
1.9171	-0.031619	-0.072672	-0.1087	-0.1456	-0.17692	-0.20741
1.9163	-0.033866	-0.075405	-0.10963	-0.14828	-0.17753	-0.20548
1.9155	-0.032638	-0.070663	-0.1101	-0.14654	-0.17672	-0.20668
1.9147	-0.031484	-0.071939	-0.10963	-0.14736	-0.1751	-0.20541
1.9138	-0.03442	-0.072865	-0.11043	-0.14583	-0.17591	-0.20538
1.913	-0.033947	-0.074308	-0.10956	-0.15009	-0.17761	-0.20722
1.9122	-0.031976	-0.074992	-0.1113	-0.14895	-0.17738	-0.20833
1.9114	-0.035276	-0.072904	-0.10829	-0.14597	-0.17684	-0.20676
1.9106	-0.033405	-0.075014	-0.10702	-0.14844	-0.17853	-0.20714
1.9098	-0.033562	-0.071871	-0.10998	-0.14768	-0.17706	-0.20682
1.909	-0.033207	-0.072706	-0.10788	-0.14693	-0.17578	-0.2053
1.9082	-0.034533	-0.07571	-0.10813	-0.14581	-0.17515	-0.20755
1.9073	-0.03398	-0.073517	-0.10901	-0.14721	-0.17547	-0.2058
1.9065	-0.032782	-0.07351	-0.11104	-0.14846	-0.176	-0.20962
1.9057	-0.032465	-0.072482	-0.10998	-0.14685	-0.17442	-0.20553
1.9049	-0.034412	-0.07222	-0.10819	-0.14669	-0.17657	-0.20356
1.9041	-0.03319	-0.075451	-0.1096	-0.14863	-0.17654	-0.20779
1.9033	-0.031901	-0.073228	-0.11011	-0.1467	-0.17708	-0.20452
1.9025	-0.03233	-0.070945	-0.10965	-0.1447	-0.17606	-0.20479
1.9017	-0.034782	-0.073325	-0.10657	-0.14706	-0.17488	-0.20486
1.9009	-0.030486	-0.071165	-0.10726	-0.14516	-0.174	-0.20455
1.9001	-0.030192	-0.072867	-0.10636	-0.14514	-0.17374	-0.20306
1.8993	-0.032079	-0.071585	-0.10685	-0.14423	-0.17343	-0.20384
1.8985	-0.033653	-0.071674	-0.1065	-0.14458	-0.17342	-0.20316
1.8977	-0.032903	-0.071799	-0.10947	-0.14576	-0.17338	-0.20295
1.8969	-0.030586	-0.072929	-0.10531	-0.14569	-0.1735	-0.20385
1.8961	-0.033513	-0.07375	-0.10598	-0.14483	-0.17265	-0.20468
1.8953	-0.030616	-0.07059	-0.10671	-0.14479	-0.17466	-0.20286
1.8945	-0.028857	-0.072644	-0.10605	-0.1459	-0.17592	-0.20467
1.8937	-0.031674	-0.070455	-0.1046	-0.14478	-0.17377	-0.20162
1.8929	-0.035377	-0.072934	-0.10603	-0.14609	-0.17428	-0.20433
1.8921	-0.033622	-0.074064	-0.1092	-0.1458	-0.1745	-0.20464
1.8913	-0.031183	-0.071982	-0.10638	-0.14463	-0.17281	-0.2026
1.8905	-0.034332	-0.072569	-0.10674	-0.14472	-0.17145	-0.19983
1.8897	-0.035972	-0.073191	-0.1073	-0.14816	-0.17506	-0.20434
1.8889	-0.031875	-0.071809	-0.108	-0.14486	-0.1752	-0.20158
1.8881	-0.030976	-0.072521	-0.10534	-0.14512	-0.17094	-0.20528
1.8873	-0.033539	-0.070879	-0.10753	-0.14403	-0.1708	-0.20277
1.8865	-0.033488	-0.074069	-0.10796	-0.14461	-0.16994	-0.20096
1.8857	-0.031757	-0.072135	-0.10377	-0.14486	-0.17129	-0.20119
1.885	-0.030296	-0.069403	-0.10459	-0.14284	-0.1718	-0.19913
1.8842	-0.032707	-0.072641	-0.10457	-0.14428	-0.17011	-0.1978
1.8834	-0.035514	-0.07018	-0.10396	-0.14328	-0.17061	-0.20183
1.8826	-0.03162	-0.069797	-0.10539	-0.14397	-0.17138	-0.20021
1.8818	-0.032925	-0.072182	-0.10459	-0.14206	-0.17049	-0.1996
1.881	-0.034445	-0.071774	-0.10564	-0.14422	-0.17213	-0.19912
1.8802	-0.02978	-0.070441	-0.10579	-0.14471	-0.17022	-0.20144
1.8794	-0.029445	-0.070747	-0.10427	-0.1408	-0.17121	-0.19949
1.8787	-0.031972	-0.070458	-0.10453	-0.14252	-0.1709	-0.19946
1.8779	-0.032503	-0.071431	-0.10567	-0.14093	-0.17074	-0.19954
1.8771	-0.028828	-0.07086	-0.10509	-0.14133	-0.17023	-0.20122
1.8763	-0.032436	-0.070522	-0.10417	-0.13974	-0.16887	-0.19826
1.8755	-0.032323	-0.070137	-0.10473	-0.14302	-0.16854	-0.19918
1.8747	-0.031955	-0.070502	-0.10368	-0.1432	-0.16791	-0.1988
1.874	-0.029992	-0.067881	-0.10399	-0.14343	-0.16766	-0.19786
1.8732	-0.030636	-0.06747	-0.1033	-0.13867	-0.16681	-0.19684
1.8724	-0.028491	-0.067501	-0.1021	-0.1396	-0.16714	-0.19722
1.8716	-0.031377	-0.070411	-0.10261	-0.13963	-0.16676	-0.19729
1.8708	-0.032398	-0.067378	-0.10516	-0.14095	-0.17036	-0.19922
1.8701	-0.028663	-0.067995	-0.10367	-0.14015	-0.16755	-0.19864
1.8693	-0.034161	-0.06961	-0.10444	-0.14205	-0.16775	-0.1964
1.8685	-0.03182	-0.071283	-0.10268	-0.14132	-0.16915	-0.19873
1.8677	-0.028731	-0.069301	-0.10337	-0.13821	-0.1682	-0.19483
1.867	-0.030734	-0.067343	-0.10575	-0.13891	-0.1678	-0.19507
1.8662	-0.033966	-0.069412	-0.10228	-0.14064	-0.16684	-0.19677
1.8654	-0.032615	-0.067885	-0.10309	-0.13929	-0.16712	-0.19968
1.8646	-0.031724	-0.070023	-0.10333	-0.1382	-0.16767	-0.19795
1.8639	-0.030029	-0.070659	-0.10278	-0.13824	-0.1671	-0.19528
1.8631	-0.034797	-0.068238	-0.10252	-0.13989	-0.16587	-0.19386
1.8623	-0.031272	-0.070684	-0.10503	-0.13947	-0.16854	-0.19631
1.8616	-0.029656	-0.067825	-0.10294	-0.13975	-0.16754	-0.19486
1.8608	-0.033016	-0.067577	-0.10174	-0.13569	-0.16629	-0.19471
1.86	-0.033368	-0.069542	-0.10125	-0.13923	-0.16746	-0.19559
1.8593	-0.03066	-0.071814	-0.10295	-0.13958	-0.16592	-0.19465
1.8585	-0.03285	-0.067442	-0.10338	-0.13742	-0.16509	-0.19548
1.8577	-0.033466	-0.069763	-0.10428	-0.13918	-0.1667	-0.19252
1.857	-0.032101	-0.068141	-0.10447	-0.1387	-0.16634	-0.19421
1.8562	-0.030572	-0.069471	-0.10344	-0.1384	-0.16498	-0.19584
1.8554	-0.030173	-0.066757	-0.10146	-0.137	-0.16659	-0.19347
1.8547	-0.03297	-0.069079	-0.10104	-0.14016	-0.1648	-0.19224
1.8539	-0.030851	-0.067664	-0.10049	-0.13755	-0.16564	-0.19415
1.8531	-0.030522	-0.067265	-0.10278	-0.13839	-0.16407	-0.19265
1.8524	-0.027941	-0.065733	-0.099317	-0.1352	-0.16465	-0.19022
1.8516	-0.032553	-0.069589	-0.10087	-0.13688	-0.16429	-0.19318
1.8509	-0.030215	-0.067328	-0.099865	-0.13767	-0.16441	-0.19173
1.8501	-0.029243	-0.066617	-0.10275	-0.13796	-0.16226	-0.19139
1.8493	-0.030746	-0.06467	-0.10005	-0.13739	-0.1646	-0.19172
1.8486	-0.030661	-0.067425	-0.10102	-0.13533	-0.16562	-0.18986
1.8478	-0.02957	-0.066673	-0.10016	-0.13851	-0.16481	-0.19173
1.8471	-0.033116	-0.067891	-0.10357	-0.13519	-0.16251	-0.19252
1.8463	-0.030825	-0.068923	-0.10035	-0.13521	-0.16393	-0.1901
1.8456	-0.031396	-0.067993	-0.10118	-0.13623	-0.16329	-0.19408
1.8448	-0.029711	-0.069053	-0.10076	-0.13965	-0.16357	-0.1924
1.844	-0.031814	-0.067679	-0.10311	-0.13822	-0.16465	-0.19137
1.8433	-0.033082	-0.068871	-0.10064	-0.1343	-0.16242	-0.19353
1.8425	-0.03167	-0.068568	-0.10034	-0.1378	-0.16522	-0.18968
1.8418	-0.030995	-0.067154	-0.10365	-0.13625	-0.16473	-0.19149
1.841	-0.030692	-0.067963	-0.10155	-0.13491	-0.16417	-0.1904
1.8403	-0.030506	-0.066472	-0.10186	-0.13504	-0.16393	-0.18952
1.8395	-0.031151	-0.068416	-0.10037	-0.13581	-0.16173	-0.18998
1.8388	-0.030911	-0.066414	-0.099919	-0.1373	-0.16267	-0.19152
1.838	-0.030915	-0.067458	-0.10079	-0.13441	-0.16345	-0.19287
1.8373	-0.03345	-0.068642	-0.099228	-0.13437	-0.16142	-0.18871
1.8365	-0.0321	-0.067371	-0.10219	-0.13803	-0.1639	-0.1907
1.8358	-0.029821	-0.067741	-0.10132	-0.13746	-0.16257	-0.18834
1.835	-0.032024	-0.068243	-0.098751	-0.13559	-0.16018	-0.18842
1.8343	-0.033319	-0.067036	-0.098994	-0.13349	-0.16155	-0.18677
1.8335	-0.031745	-0.068025	-0.099613	-0.13478	-0.16184	-0.18757
1.8328	-0.03075	-0.066484	-0.10035	-0.13436	-0.16298	-0.18947
1.832	-0.031369	-0.065851	-0.10014	-0.13375	-0.16034	-0.18724
1.8313	-0.030964	-0.066088	-0.099335	-0.13269	-0.1608	-0.18965
1.8306	-0.029147	-0.068471	-0.10106	-0.13384	-0.16138	-0.19013
1.8298	-0.029843	-0.066722	-0.099536	-0.13568	-0.15885	-0.18877
1.8291	-0.02938	-0.066662	-0.098942	-0.13502	-0.16046	-0.18766
1.8283	-0.031535	-0.065055	-0.099582	-0.13366	-0.15931	-0.18448
1.8276	-0.031116	-0.068559	-0.10016	-0.13446	-0.16379	-0.18467
1.8269	-0.030585	-0.06659	-0.099287	-0.13603	-0.16242	-0.18807
1.8261	-0.030872	-0.065266	-0.099857	-0.1337	-0.16068	-0.18865
1.8254	-0.031088	-0.068092	-0.096601	-0.13173	-0.15918	-0.18801
1.8246	-0.032317	-0.064333	-0.096651	-0.13452	-0.16014	-0.18791
1.8239	-0.029286	-0.066411	-0.10072	-0.13392	-0.15991	-0.18742
1.8232	-0.029629	-0.06519	-0.097682	-0.13408	-0.15743	-0.18807
1.8224	-0.03025	-0.064938	-0.098057	-0.13173	-0.15836	-0.18604
1.8217	-0.030548	-0.066963	-0.098739	-0.13249	-0.15956	-0.18402
1.821	-0.030847	-0.067565	-0.098703	-0.13389	-0.1582	-0.18581
1.8202	-0.028593	-0.06625	-0.096665	-0.13177	-0.15889	-0.18483
1.8195	-0.029994	-0.065658	-0.097545	-0.13314	-0.1568	-0.18581
1.8188	-0.030301	-0.06777	-0.099308	-0.13235	-0.15749	-0.18568
1.818	-0.028371	-0.063168	-0.097114	-0.13402	-0.15772	-0.18499
1.8173	-0.027232	-0.06254	-0.098993	-0.13268	-0.15869	-0.18482
1.8166	-0.028739	-0.063939	-0.09642	-0.12949	-0.15698	-0.18455
1.8158	-0.029395	-0.064535	-0.096861	-0.13126	-0.15532	-0.18468
1.8151	-0.028738	-0.06402	-0.098075	-0.13254	-0.1559	-0.1847
1.8144	-0.027835	-0.065394	-0.096045	-0.13202	-0.1562	-0.1847
1.8136	-0.027574	-0.06394	-0.096368	-0.13219	-0.15768	-0.18583
1.8129	-0.029928	-0.062622	-0.096871	-0.13271	-0.15738	-0.18448
1.8122	-0.029086	-0.067854	-0.096586	-0.13276	-0.15564	-0.18435
1.8115	-0.02942	-0.066125	-0.099779	-0.13152	-0.15836	-0.18595
1.8107	-0.029913	-0.065913	-0.098281	-0.13169	-0.15547	-0.18229
1.81	-0.030914	-0.068307	-0.096222	-0.13275	-0.15676	-0.18579
1.8093	-0.029713	-0.065857	-0.09645	-0.13171	-0.15771	-0.18432
1.8085	-0.029667	-0.065512	-0.096688	-0.1323	-0.15742	-0.18508
1.8078	-0.029553	-0.065817	-0.09621	-0.1306	-0.15465	-0.18201
1.8071	-0.030034	-0.063568	-0.096928	-0.13208	-0.15574	-0.18332
1.8064	-0.029305	-0.065713	-0.097087	-0.13411	-0.15802	-0.18525
1.8057	-0.025524	-0.063569	-0.097154	-0.12952	-0.15522	-0.18376
1.8049	-0.027888	-0.063923	-0.095564	-0.1292	-0.15444	-0.18261
1.8042	-0.029986	-0.064821	-0.094168	-0.12969	-0.1541	-0.18323
1.8035	-0.029011	-0.066652	-0.096446	-0.12873	-0.15455	-0.18269
1.8028	-0.027825	-0.062718	-0.096229	-0.12896	-0.15306	-0.18242
1.802	-0.029268	-0.062836	-0.095568	-0.12869	-0.15069	-0.18064
1.8013	-0.028942	-0.063368	-0.095017	-0.12685	-0.1528	-0.18066
1.8006	-0.028874	-0.064142	-0.098635	-0.12897	-0.15293	-0.18087
1.7999	-0.028599	-0.063501	-0.095011	-0.12927	-0.15208	-0.18329
1.7992	-0.02921	-0.063432	-0.095081	-0.1285	-0.15332	-0.17896
1.7985	-0.027855	-0.064611	-0.094629	-0.12869	-0.15218	-0.17908
1.7977	-0.030141	-0.063228	-0.094851	-0.13041	-0.15413	-0.18064
1.797	-0.028632	-0.063726	-0.096404	-0.12931	-0.1538	-0.17857
1.7963	-0.026724	-0.063915	-0.095022	-0.1282	-0.15259	-0.17996
1.7956	-0.030582	-0.063476	-0.094354	-0.1293	-0.15301	-0.1789
1.7949	-0.031043	-0.065737	-0.093822	-0.12964	-0.15431	-0.178
1.7942	-0.027536	-0.063291	-0.095103	-0.12953	-0.15447	-0.17989
1.7935	-0.026722	-0.061506	-0.095622	-0.12796	-0.15207	-0.17974
1.7928	-0.031083	-0.061689	-0.095716	-0.12879	-0.15346	-0.17838
1.792	-0.029516	-0.062195	-0.095484	-0.12759	-0.15477	-0.18015
1.7913	-0.026603	-0.062788	-0.094828	-0.12828	-0.15257	-0.17994
1.7906	-0.02927	-0.062453	-0.094668	-0.12765	-0.15051	-0.18104
1.7899	-0.029974	-0.063643	-0.094408	-0.12851	-0.14956	-0.17948
1.7892	-0.029701	-0.064315	-0.09386	-0.12738	-0.15219	-0.17885
1.7885	-0.02851	-0.061756	-0.096475	-0.12751	-0.14852	-0.18062
1.7878	-0.02684	-0.064495	-0.094471	-0.12683	-0.15029	-0.17975
1.7871	-0.028173	-0.063824	-0.09485	-0.12787	-0.14961	-0.17883
1.7864	-0.028746	-0.064489	-0.095411	-0.12769	-0.15109	-0.17893
1.7857	-0.031231	-0.063122	-0.093112	-0.12569	-0.1509	-0.17762
1.785	-0.027048	-0.060879	-0.094632	-0.12613	-0.1524	-0.18158
1.7843	-0.029716	-0.062235	-0.092881	-0.12675	-0.1513	-0.17922
1.7836	-0.031069	-0.062081	-0.093116	-0.12788	-0.14936	-0.17729
1.7828	-0.027985	-0.062192	-0.093242	-0.12827	-0.14954	-0.17661
1.7821	-0.029371	-0.061398	-0.091375	-0.12416	-0.15046	-0.1775
1.7814	-0.027677	-0.061904	-0.090962	-0.12538	-0.15048	-0.17585
1.7807	-0.027902	-0.06349	-0.091107	-0.1238	-0.14972	-0.17436
1.78	-0.026022	-0.061119	-0.09577	-0.12455	-0.1502	-0.1752
1.7793	-0.027103	-0.061844	-0.094371	-0.12682	-0.15035	-0.17686
1.7786	-0.028755	-0.062166	-0.092097	-0.126	-0.14913	-0.17552
1.7779	-0.028466	-0.064112	-0.093602	-0.12621	-0.14943	-0.17627
1.7772	-0.030197	-0.063382	-0.092593	-0.12525	-0.15117	-0.17804
1.7765	-0.026874	-0.063933	-0.097652	-0.12827	-0.15021	-0.1774
1.7758	-0.02773	-0.064716	-0.096251	-0.12724	-0.15191	-0.17841
1.7751	-0.030736	-0.0626	-0.093317	-0.1253	-0.15039	-0.17499
1.7744	-0.029604	-0.064802	-0.094981	-0.12637	-0.15036	-0.17703
1.7738	-0.031425	-0.06045	-0.094738	-0.12537	-0.14992	-0.17559
1.7731	-0.028687	-0.060585	-0.09207	-0.12739	-0.14846	-0.17824
1.7724	-0.028889	-0.065171	-0.091574	-0.12429	-0.1509	-0.17647
1.7717	-0.031275	-0.062706	-0.0939	-0.1237	-0.14931	-0.17499
1.771	-0.027481	-0.061961	-0.09471	-0.12628	-0.15128	-0.17514
1.7703	-0.029239	-0.063122	-0.09334	-0.12504	-0.14914	-0.1765
1.7696	-0.028645	-0.06151	-0.093775	-0.12289	-0.1477	-0.17275
1.7689	-0.027438	-0.065294	-0.090991	-0.12425	-0.14531	-0.17507
1.7682	-0.028163	-0.061151	-0.091773	-0.128	-0.14746	-0.17695
1.7675	-0.027989	-0.062583	-0.09254	-0.12087	-0.1488	-0.1751
1.7668	-0.031	-0.061757	-0.092782	-0.12189	-0.1478	-0.1761
1.7661	-0.028575	-0.062743	-0.090577	-0.12318	-0.14841	-0.17335
1.7654	-0.02673	-0.062943	-0.092642	-0.12724	-0.15012	-0.17618
1.7648	-0.027882	-0.063776	-0.093369	-0.12376	-0.14679	-0.17524
1.7641	-0.026709	-0.063285	-0.091629	-0.12211	-0.14778	-0.17411
1.7634	-0.030109	-0.061677	-0.090484	-0.12199	-0.14754	-0.17427
1.7627	-0.029082	-0.063026	-0.091627	-0.12592	-0.14794	-0.17368
1.762	-0.026863	-0.061283	-0.092839	-0.1249	-0.14806	-0.17362
1.7613	-0.029865	-0.064248	-0.093354	-0.12469	-0.14835	-0.17198
1.7606	-0.029047	-0.06192	-0.089645	-0.12226	-0.14768	-0.17207
1.76	-0.029755	-0.062196	-0.091459	-0.1227	-0.14745	-0.17363
1.7593	-0.028119	-0.060549	-0.088709	-0.12374	-0.14804	-0.17301
1.7586	-0.028942	-0.061403	-0.088784	-0.1221	-0.14686	-0.17433
1.7579	-0.02762	-0.062433	-0.090118	-0.12348	-0.14438	-0.1728
1.7572	-0.027723	-0.05955	-0.092244	-0.12384	-0.14463	-0.17476
1.7565	-0.030783	-0.061968	-0.090467	-0.1227	-0.14911	-0.17246
1.7559	-0.02689	-0.059889	-0.091563	-0.12114	-0.14559	-0.17094
1.7552	-0.02842	-0.060338	-0.090851	-0.12125	-0.14466	-0.1695
1.7545	-0.029144	-0.059885	-0.089753	-0.12201	-0.1463	-0.17299
1.7538	-0.030876	-0.064213	-0.089599	-0.12361	-0.14825	-0.17023
1.7531	-0.029799	-0.060243	-0.092128	-0.12116	-0.14677	-0.1738
1.7525	-0.029885	-0.061807	-0.090304	-0.12214	-0.14607	-0.17107
1.7518	-0.027816	-0.062967	-0.089284	-0.12123	-0.14623	-0.17284
1.7511	-0.030201	-0.062542	-0.089197	-0.12261	-0.14567	-0.17184
1.7504	-0.02607	-0.063972	-0.088826	-0.12487	-0.14495	-0.17335
1.7497	-0.026795	-0.060298	-0.092415	-0.12056	-0.14582	-0.17311
1.7491	-0.027272	-0.059254	-0.089304	-0.12079	-0.14585	-0.17046
1.7484	-0.026038	-0.059245	-0.087845	-0.12049	-0.14486	-0.16961
1.7477	-0.027712	-0.06079	-0.090883	-0.12216	-0.14458	-0.16956
1.747	-0.026313	-0.058194	-0.09121	-0.12013	-0.14326	-0.17231
1.7464	-0.029291	-0.061484	-0.090753	-0.11998	-0.14392	-0.1685
1.7457	-0.029932	-0.060595	-0.090092	-0.12087	-0.14632	-0.17112
1.745	-0.028581	-0.061128	-0.088529	-0.12375	-0.14417	-0.17179
1.7444	-0.02816	-0.058774	-0.088148	-0.12311	-0.14455	-0.17235
1.7437	-0.028456	-0.0605	-0.090337	-0.12038	-0.14441	-0.17191
1.743	-0.02745	-0.05987	-0.092179	-0.12044	-0.14544	-0.17203
1.7423	-0.030322	-0.063698	-0.091442	-0.12384	-0.14717	-0.17282
1.7417	-0.028015	-0.06214	-0.089532	-0.123	-0.14577	-0.17188
1.741	-0.027597	-0.060799	-0.090215	-0.12042	-0.14277	-0.1713
1.7403	-0.027834	-0.062203	-0.087834	-0.12086	-0.14466	-0.1713
1.7397	-0.030184	-0.060012	-0.091667	-0.12383	-0.14198	-0.17262
1.739	-0.027482	-0.060912	-0.089745	-0.11924	-0.14348	-0.17115
1.7383	-0.027643	-0.059544	-0.088807	-0.12072	-0.14549	-0.17192
1.7377	-0.028265	-0.057792	-0.08881	-0.12001	-0.14195	-0.16781
1.737	-0.026599	-0.057028	-0.088909	-0.12	-0.13968	-0.16666
1.7363	-0.025954	-0.059153	-0.08856	-0.11951	-0.14376	-0.16863
1.7357	-0.027559	-0.060178	-0.089641	-0.11994	-0.14393	-0.1673
1.735	-0.023642	-0.058797	-0.088962	-0.11912	-0.14309	-0.16858
1.7343	-0.028441	-0.060638	-0.088117	-0.11865	-0.1425	-0.17044
1.7337	-0.029461	-0.060207	-0.087174	-0.12062	-0.14398	-0.16823
1.733	-0.026789	-0.059697	-0.089629	-0.12038	-0.14567	-0.16892
1.7323	-0.02686	-0.057848	-0.089303	-0.1219	-0.14341	-0.16944
1.7317	-0.028035	-0.058179	-0.088489	-0.12013	-0.14174	-0.16846
