Egy	FR0.25T	FR0.25T corrected	FR0.5T	FR0.5T corrected	FR0.75T	FR0.75T corrected	FR1T	FR1T corrected	FR1.2T	FR1.2T corrected	FR1.4T	FR1.4T corrected
2.1678	-0.020768	-0.0034704	-0.012036	-0.015101	-0.017032	-0.0092454	-0.0019466	-0.0054664	-0.0068008	-0.0058804	-0.005385	-0.0052656
2.1668	-0.013863	0.0034345	-0.010295	-0.01336	-0.013474	-0.0056874	-0.0011035	-0.0046234	-0.0050338	-0.0041135	-0.0024349	-0.0023155
2.1657	-0.015397	0.001901	-0.0086812	-0.011747	-0.011024	-0.0032368	0.0019832	-0.0015367	-0.0038122	-0.0028918	-4.4378E-4	-3.2441E-4
2.1647	-0.013278	0.0040197	-0.0065226	-0.0095881	-0.0094648	-0.0016779	0.0017164	-0.0018034	-0.0025387	-0.0016184	0.0010556	0.001175
2.1636	-0.013727	0.0035706	-0.010215	-0.013281	-0.011139	-0.0033522	0.0018747	-0.0016451	-0.0034672	-0.0025469	-0.0014233	-0.001304
2.1626	-0.017529	-2.3192E-4	-0.01185	-0.014915	-0.012682	-0.0048957	-0.0034043	-0.0069242	-0.0059197	-0.0049993	-0.0042904	-0.0041711
2.1615	-0.017634	-3.3661E-4	-0.0086552	-0.011721	-0.012288	-0.0045015	-3.2482E-4	-0.0038447	-0.0044379	-0.0035176	-0.0025062	-0.0023868
2.1605	-0.018041	-7.4327E-4	-0.010112	-0.013177	-0.011128	-0.0033414	0.0019778	-0.0015421	-0.0046259	-0.0037055	-0.0026037	-0.0024843
2.1594	-0.015824	0.0014737	-0.0083705	-0.011436	-0.0097606	-0.0019737	0.0013635	-0.0021564	-0.0047573	-0.003837	-0.0022302	-0.0021108
2.1584	-0.017064	2.3337E-4	-0.0078807	-0.010946	-0.010658	-0.0028708	4.1994E-4	-0.0030999	-0.0035931	-0.0026728	0.0012819	0.0014012
2.1573	-0.013766	0.0035311	-0.0065399	-0.0096054	-0.0084081	-6.2126E-4	0.0015734	-0.0019464	-0.0040858	-0.0031654	2.9002E-4	4.0939E-4
2.1563	-0.01652	7.7716E-4	-0.01007	-0.013136	-0.011899	-0.0041124	-5.0194E-4	-0.0040218	-0.0059292	-0.0050089	-0.0026043	-0.0024849
2.1552	-0.021166	-0.0038683	-0.014182	-0.017247	-0.015393	-0.0076064	-0.00292	-0.0064399	-0.008889	-0.0079687	-0.0035727	-0.0034533
2.1542	-0.016528	7.6955E-4	-0.0072387	-0.010304	-0.009843	-0.0020561	0.0054656	0.0019457	-0.0024444	-0.001524	2.2108E-4	3.4045E-4
2.1532	-0.016031	0.001267	-0.0096341	-0.0127	-0.013417	-0.0056305	6.8222E-4	-0.0028376	-0.0069142	-0.0059939	-0.003743	-0.0036236
2.1521	-0.018297	-9.995E-4	-0.010951	-0.014016	-0.014254	-0.0064674	-1.2112E-4	-0.003641	-0.0052469	-0.0043266	-0.0070527	-0.0069333
2.1511	-0.015116	0.002182	-0.0094321	-0.012498	-0.011224	-0.0034367	-4.3573E-4	-0.0039556	-0.0031879	-0.0022676	-6.287E-4	-5.0933E-4
2.1501	-0.017651	-3.5339E-4	-0.010642	-0.013708	-0.013449	-0.0056622	-0.0011079	-0.0046277	-0.0083173	-0.0073969	-0.0032698	-0.0031505
2.149	-0.017342	-4.4201E-5	-0.0086118	-0.011677	-0.014082	-0.006295	-1.6755E-4	-0.0036874	-0.0045714	-0.003651	0.001211	0.0013303
2.148	-0.013831	0.0034666	-0.0053459	-0.0084114	-0.010636	-0.0028494	0.0055893	0.0020695	-1.4404E-4	7.7631E-4	-1.7091E-4	-5.1539E-5
2.1469	-0.021185	-0.0038871	-0.010343	-0.013409	-0.017389	-0.009602	-0.0078319	-0.011352	-0.010829	-0.0099088	-0.0059356	-0.0058162
2.1459	-0.014607	0.0026902	-0.0057047	-0.0087702	-0.01128	-0.0034933	8.7656E-4	-0.0026433	-0.005315	-0.0043946	-8.2977E-4	-7.104E-4
2.1449	-0.01779	-4.9237E-4	-0.0096642	-0.01273	-0.015276	-0.0074894	8.9309E-6	-0.0035109	-0.0083685	-0.0074481	-0.0047512	-0.0046318
2.1439	-0.017224	7.3914E-5	-0.011535	-0.014601	-0.014441	-0.0066539	-0.0018991	-0.005419	-0.006156	-0.0052356	-0.004563	-0.0044436
2.1428	-0.012609	0.0046888	-0.0084667	-0.011532	-0.011479	-0.003692	8.666E-4	-0.0026532	-0.0035791	-0.0026588	-8.8356E-4	-7.6419E-4
2.1418	-0.01538	0.0019174	-0.0049546	-0.0080201	-0.014327	-0.0065403	-4.4285E-4	-0.0039627	-0.0076692	-0.0067488	-0.0031077	-0.0029884
2.1408	-0.02	-0.0027022	-0.010921	-0.013987	-0.014631	-0.0068446	-7.8974E-4	-0.0043096	-0.0073924	-0.0064721	-0.0068661	-0.0067467
2.1397	-0.015785	0.0015128	-0.0056909	-0.0087564	-0.010743	-0.0029559	-0.0011537	-0.0046736	-0.0045444	-0.0036241	-0.0014959	-0.0013765
2.1387	-0.015915	0.0013829	-0.0082903	-0.011356	-0.014671	-0.0068845	-0.0015073	-0.0050271	-0.0071142	-0.0061939	-0.003408	-0.0032886
2.1377	-0.018798	-0.0015007	-0.0087	-0.011765	-0.012885	-0.0050979	0.0017381	-0.0017817	-0.0032124	-0.0022921	-2.9215E-4	-1.7278E-4
2.1367	-0.017383	-8.514E-5	-0.0097645	-0.01283	-0.014853	-0.0070663	0.001442	-0.0020778	-0.0088914	-0.0079711	-0.0024668	-0.0023474
2.1356	-0.016455	8.4233E-4	-0.0082267	-0.011292	-0.0076972	8.964E-5	0.0015202	-0.0019997	-0.0034357	-0.0025154	3.4659E-5	1.5403E-4
2.1346	-0.017755	-4.5795E-4	-0.0080548	-0.01112	-0.011922	-0.0041354	5.8779E-4	-0.0029321	-0.0030695	-0.0021492	0.0016787	0.0017981
2.1336	-0.012796	0.0045017	-0.0056775	-0.008743	-0.0094087	-0.0016218	0.0061058	0.002586	-9.588E-4	-3.8455E-5	0.0052245	0.0053439
2.1326	-0.016491	8.0686E-4	-0.0049214	-0.0079869	-0.01257	-0.0047836	0.0045107	9.9082E-4	-0.0020906	-0.0011703	-9.8688E-4	-8.6751E-4
2.1316	-0.021623	-0.0043253	-0.011114	-0.014179	-0.012099	-0.0043119	-0.0034593	-0.0069792	-0.0064284	-0.005508	-0.0025302	-0.0024108
2.1305	-0.015108	0.0021899	-0.0083227	-0.011388	-0.0091882	-0.0014014	0.0046702	0.0011504	1.6109E-4	0.0010814	0.0032533	0.0033727
2.1295	-0.019212	-0.0019148	-0.0086298	-0.011695	-0.011918	-0.004131	0.0015867	-0.0019331	-0.0073028	-0.0063824	-0.0023995	-0.0022801
2.1285	-0.019905	-0.0026075	-0.0131	-0.016165	-0.010123	-0.0023366	-0.0017872	-0.005307	-0.0043245	-0.0034041	-3.0121E-4	-1.8184E-4
2.1275	-0.016897	4.0058E-4	-0.0072107	-0.010276	-0.0079379	-1.5113E-4	0.0041624	6.4253E-4	-0.0022764	-0.0013561	0.0041688	0.0042882
2.1265	-0.021236	-0.0039388	-0.010661	-0.013727	-0.013724	-0.0059375	4.4925E-4	-0.0030706	-0.0046502	-0.0037298	-7.227E-4	-6.0332E-4
2.1255	-0.018198	-9.0044E-4	-0.0027457	-0.0058112	-0.0083291	-5.4224E-4	0.0023631	-0.0011567	-0.0021542	-0.0012339	0.0033935	0.0035129
2.1245	-0.018613	-0.0013157	-0.0053561	-0.0084216	-0.010078	-0.002291	0.0020031	-0.0015168	-4.675E-4	4.5284E-4	0.0021925	0.0023119
2.1235	-0.019237	-0.0019398	-0.006897	-0.0099625	-0.0099419	-0.0021551	0.0019137	-0.0016061	-0.0056865	-0.0047661	9.6956E-4	0.0010889
2.1224	-0.018917	-0.0016193	-0.0074286	-0.010494	-0.011433	-0.0036464	3.7254E-4	-0.0031473	-0.0038981	-0.0029777	-2.4909E-4	-1.2971E-4
2.1214	-0.014911	0.0023867	-0.008061	-0.011127	-0.0083908	-6.0403E-4	0.0040103	4.9048E-4	-0.003759	-0.0028387	0.0039108	0.0040302
2.1204	-0.02072	-0.0034223	-0.0070695	-0.010135	-0.012106	-0.004319	-9.1318E-4	-0.004433	-0.0064815	-0.0055611	-0.0024072	-0.0022879
2.1194	-0.01437	0.0029274	-0.0058989	-0.0089644	-0.0062174	0.0015695	0.003603	8.3155E-5	2.4451E-5	9.448E-4	0.003261	0.0033804
2.1184	-0.016385	9.1247E-4	-0.0054549	-0.0085204	-0.0088704	-0.0010836	0.0040362	5.1636E-4	-4.8998E-4	4.3036E-4	0.0028405	0.0029598
2.1174	-0.019252	-0.0019545	-0.0068488	-0.0099143	-0.011839	-0.0040526	9.6511E-4	-0.0025547	-0.0021474	-0.0012271	-5.8874E-4	-4.6937E-4
2.1164	-0.014099	0.0031982	-0.0065916	-0.0096571	-0.0087034	-9.1661E-4	0.0048325	0.0013127	2.2398E-4	0.0011443	0.0040009	0.0041203
2.1154	-0.014363	0.0029346	-0.0048548	-0.0079203	-0.0084434	-6.5661E-4	0.0040259	5.0603E-4	-0.0016105	-6.9019E-4	0.0031467	0.0032661
2.1144	-0.014487	0.0028106	-0.0038464	-0.006912	-0.0072981	4.8874E-4	0.0064669	0.002947	0.002479	0.0033994	0.0044873	0.0046067
2.1134	-0.02088	-0.0035829	-0.0075107	-0.010576	-0.01376	-0.0059733	-4.5597E-4	-0.0039758	-0.0058048	-0.0048844	-0.0034025	-0.0032832
2.1124	-0.011954	0.0053437	-0.0050655	-0.0081311	-0.0090775	-0.0012907	0.0040282	5.0839E-4	0.0019353	0.0028557	0.0012898	0.0014092
2.1114	-0.018642	-0.0013443	-0.0068864	-0.0099519	-0.0088324	-0.0010456	0.0031441	-3.7569E-4	-0.0039956	-0.0030752	0.0025276	0.002647
2.1104	-0.017179	1.1871E-4	-0.0075444	-0.01061	-0.00938	-0.0015932	0.0039901	4.7025E-4	7.5543E-4	0.0016758	0.001072	0.0011914
2.1094	-0.018219	-9.21E-4	-0.0029399	-0.0060054	-0.0075828	2.0403E-4	0.0026285	-8.9136E-4	-0.0012109	-2.9059E-4	0.0025259	0.0026452
2.1084	-0.01449	0.0028074	-0.0046876	-0.0077531	-0.011614	-0.0038271	0.0050267	0.0015068	-0.0025033	-0.001583	-2.9413E-5	8.9957E-5
2.1074	-0.017901	-6.0347E-4	-0.0058901	-0.0089556	-0.0055537	0.0022331	0.0067224	0.0032025	-5.619E-4	3.5845E-4	0.0032572	0.0033766
2.1064	-0.01543	0.0018674	-0.0023842	-0.0054497	-0.0058926	0.0018942	0.0062999	0.0027801	0.0027145	0.0036348	0.0048094	0.0049287
2.1054	-0.019029	-0.0017315	-0.0049359	-0.0080014	-0.010066	-0.002279	6.9189E-5	-0.0034506	-0.0023596	-0.0014393	0.0023905	0.0025099
2.1044	-0.016217	0.0010802	-0.0043861	-0.0074516	-0.010306	-0.0025194	0.0058663	0.0023465	5.0735E-5	9.7108E-4	0.0044918	0.0046111
2.1034	-0.013258	0.0040395	-0.0024095	-0.005475	-0.0062907	0.0014961	0.006911	0.0033912	-6.4879E-4	2.7156E-4	0.0034606	0.00358
2.1025	-0.01955	-0.0022524	-0.0026566	-0.0057221	-0.011706	-0.0039195	7.0706E-4	-0.0028128	-0.0041222	-0.0032018	-0.0028358	-0.0027164
2.1015	-0.015741	0.0015568	-0.0044185	-0.007484	-0.0080367	-2.4985E-4	0.0028555	-6.6429E-4	-7.9539E-4	1.2496E-4	0.0014575	0.0015769
2.1005	-0.01697	3.2794E-4	-0.0025382	-0.0056037	-0.010776	-0.0029892	0.0014681	-0.0020517	-0.0032523	-0.002332	-0.0033014	-0.003182
2.0995	-0.014449	0.0028482	-0.0030974	-0.0061629	-0.010354	-0.002567	0.0036731	1.5331E-4	-0.0014875	-5.6713E-4	0.0010274	0.0011467
2.0985	-0.020756	-0.0034589	-0.0062773	-0.0093428	-0.013795	-0.0060081	2.0544E-4	-0.0033144	-0.0039042	-0.0029839	-0.0015925	-0.0014731
2.0975	-0.013827	0.0034702	-0.0031272	-0.0061927	-0.011144	-0.0033571	0.0036783	1.585E-4	-0.0014252	-5.0484E-4	0.0010171	0.0011365
2.0965	-0.013594	0.0037033	-0.0020668	-0.0051323	-0.0077006	8.6221E-5	0.0022269	-0.0012929	0.0012834	0.0022038	0.0011492	0.0012685
2.0956	-0.018449	-0.0011517	-0.0050983	-0.0081638	-0.011614	-0.0038269	-4.5064E-4	-0.0039705	-0.0040866	-0.0031663	0.001001	0.0011204
2.0946	-0.016932	3.6535E-4	-0.0062464	-0.0093119	-0.011911	-0.0041244	0.0023388	-0.0011811	-0.0040541	-0.0031338	-4.2251E-4	-3.0314E-4
2.0936	-0.016695	6.0205E-4	-0.0045576	-0.0076231	-0.0079226	-1.3576E-4	0.0039284	4.0857E-4	-8.3976E-4	8.0585E-5	0.0015281	0.0016474
2.0926	-0.018289	-9.9121E-4	-0.0047966	-0.0078621	-0.012314	-0.0045272	-6.983E-4	-0.0042181	-0.0041872	-0.0032669	-0.0012488	-0.0011294
2.0916	-0.013547	0.0037502	-9.3305E-4	-0.0039986	-0.0089818	-0.001195	0.0031062	-4.1362E-4	0.0012508	0.0021711	0.0032064	0.0033258
2.0907	-0.019637	-0.0023392	-0.0052912	-0.0083567	-0.011153	-0.0033661	0.0019701	-0.0015498	-0.0058659	-0.0049456	-0.0023671	-0.0022477
2.0897	-0.022827	-0.0055298	-0.0076116	-0.010677	-0.015603	-0.0078166	-0.0019191	-0.005439	-0.0066851	-0.0057648	-0.0036762	-0.0035568
2.0887	-0.015859	0.0014389	-0.0036887	-0.0067542	-0.011541	-0.0037545	0.0026319	-8.8797E-4	-0.0027687	-0.0018484	0.0013492	0.0014686
2.0877	-0.022018	-0.0047201	-0.0068977	-0.0099632	-0.0134	-0.0056129	-7.6488E-4	-0.0042847	-0.0041719	-0.0032515	-0.0037198	-0.0036005
2.0867	-0.022501	-0.0052031	-0.0074204	-0.010486	-0.014073	-0.0062859	-0.0011057	-0.0046255	-0.0074337	-0.0065134	-0.0055955	-0.0054761
2.0858	-0.014333	0.0029642	-7.2428E-4	-0.0037898	-0.0095196	-0.0017328	0.0028468	-6.7301E-4	-0.0022627	-0.0013424	0.0033572	0.0034766
2.0848	-0.019106	-0.0018085	-0.0085984	-0.011664	-0.011036	-0.0032493	-0.0021521	-0.0056719	-0.0092515	-0.0083311	-0.0026765	-0.0025571
2.0838	-0.019067	-0.0017699	-0.0075673	-0.010633	-0.011647	-0.0038603	1.8744E-4	-0.0033324	-0.0019051	-9.8479E-4	-0.0037188	-0.0035994
2.0829	-0.018285	-9.8731E-4	-0.0032648	-0.0063303	-0.010223	-0.0024364	9.0021E-4	-0.0026196	-0.0041439	-0.0032236	6.3613E-4	7.555E-4
2.0819	-0.014091	0.0032065	-0.0020326	-0.0050981	-0.011225	-0.003438	0.0036311	1.1129E-4	-0.0024972	-0.0015768	5.7049E-4	6.8986E-4
2.0809	-0.020663	-0.0033654	-0.0036132	-0.0066787	-0.012672	-0.004885	-0.0019929	-0.0055128	-0.0069735	-0.0060532	-0.003999	-0.0038796
2.0799	-0.020852	-0.0035546	-0.0076103	-0.010676	-0.014827	-0.0070401	-0.0043439	-0.0078638	-0.0088939	-0.0079735	-0.0065827	-0.0064633
2.079	-0.01817	-8.7282E-4	-0.0060952	-0.0091607	-0.012747	-0.0049602	-9.4951E-4	-0.0044693	-0.0052315	-0.0043112	-0.0012674	-0.001148
2.078	-0.021646	-0.0043483	-0.0019432	-0.0050087	-0.012712	-0.0049254	-1.4802E-4	-0.0036679	-0.007023	-0.0061026	-0.0032562	-0.0031368
2.077	-0.02047	-0.0031728	-0.0065335	-0.009599	-0.013761	-0.0059743	-0.0013237	-0.0048435	-0.0036565	-0.0027362	-0.0031409	-0.0030215
2.0761	-0.018439	-0.0011414	-0.0014565	-0.0045221	-0.013245	-0.0054581	7.576E-4	-0.0027622	-0.0024711	-0.0015508	-0.0050116	-0.0048922
2.0751	-0.016675	6.226E-4	-4.0743E-4	-0.0034729	-0.011505	-0.003718	-8.2873E-5	-0.0036027	-0.0047496	-0.0038293	-0.0037059	-0.0035865
2.0742	-0.017929	-6.31E-4	-0.0036163	-0.0066818	-0.012648	-0.0048609	-5.8679E-5	-0.0035785	-0.0066604	-0.00574	-0.0031525	-0.0030331
2.0732	-0.014446	0.0028513	-0.0017298	-0.0047953	-0.010901	-0.0031141	0.0026762	-8.4365E-4	-0.0020548	-0.0011345	-0.0043728	-0.0042535
2.0722	-0.022679	-0.0053817	-0.0073634	-0.010429	-0.015141	-0.0073545	-0.0048295	-0.0083494	-0.0098419	-0.0089215	-0.0068719	-0.0067526
2.0713	-0.023559	-0.006261	-0.0073127	-0.010378	-0.01492	-0.0071336	-0.002138	-0.0056578	-0.0078674	-0.0069471	-0.007021	-0.0069016
2.0703	-0.017297	1.7475E-7	-0.0045099	-0.0075754	-0.011294	-0.0035075	-7.4165E-4	-0.0042615	-0.0035698	-0.0026495	-9.9088E-4	-8.7151E-4
2.0694	-0.020977	-0.003679	-0.006259	-0.0093245	-0.017939	-0.010152	-0.0050869	-0.0086068	-0.01084	-0.0099192	-0.007192	-0.0070726
2.0684	-0.021923	-0.004625	-0.0080951	-0.011161	-0.01477	-0.006983	-0.0016787	-0.0051985	-0.0077813	-0.0068609	-0.0074905	-0.0073711
2.0674	-0.016937	3.6027E-4	-0.0024354	-0.0055009	-0.014033	-0.0062461	-4.1388E-4	-0.0039337	-0.0053127	-0.0043923	-0.0042111	-0.0040917
2.0665	-0.017067	2.3089E-4	-0.006586	-0.0096515	-0.016199	-0.0084118	-0.0033477	-0.0068675	-0.0051618	-0.0042414	-0.0038004	-0.003681
2.0655	-0.02167	-0.0043726	-0.0066162	-0.0096817	-0.014731	-0.0069446	-8.5978E-4	-0.0043796	-0.0080416	-0.0071212	-0.0044543	-0.004335
2.0646	-0.018621	-0.0013231	-0.005246	-0.0083115	-0.01121	-0.0034232	-0.0013455	-0.0048653	-0.0079583	-0.0070379	-0.0057791	-0.0056597
2.0636	-0.016326	9.7129E-4	-0.0032031	-0.0062686	-0.010731	-0.0029446	0.0049305	0.0014107	-0.0038436	-0.0029233	9.3927E-5	2.133E-4
2.0627	-0.023458	-0.0061609	-0.0067995	-0.009865	-0.016691	-0.0089046	-0.0027698	-0.0062897	-0.0059907	-0.0050704	-0.003592	-0.0034726
2.0617	-0.0183	-0.0010029	-0.0033524	-0.0064179	-0.01351	-0.0057236	-0.0015909	-0.0051107	-0.008292	-0.0073717	-0.0033447	-0.0032253
2.0608	-0.017908	-6.1013E-4	-0.0033851	-0.0064506	-0.011787	-0.0040001	-0.0039384	-0.0074582	-0.0057027	-0.0047824	-0.0033439	-0.0032245
2.0598	-0.023254	-0.0059569	-0.0081107	-0.011176	-0.017283	-0.0094961	-0.0046234	-0.0081433	-0.010825	-0.0099048	-0.0084957	-0.0083763
2.0589	-0.017341	-4.3641E-5	-0.0031048	-0.0061703	-0.010475	-0.0026885	-9.9501E-5	-0.0036193	-0.0063016	-0.0053813	-0.0031632	-0.0030438
2.0579	-0.016769	5.2809E-4	-0.0032467	-0.0063122	-0.010819	-0.0030326	-0.0010811	-0.0046009	-0.0065807	-0.0056603	-0.0073722	-0.0072528
2.057	-0.022018	-0.0047201	-0.0059255	-0.008991	-0.016419	-0.008632	-0.0046371	-0.008157	-0.014	-0.01308	-0.0062061	-0.0060868
2.056	-0.019736	-0.002438	-0.0037854	-0.0068509	-0.013193	-0.005406	-0.0015985	-0.0051183	-0.0064617	-0.0055413	-0.006003	-0.0058836
2.0551	-0.017253	4.4531E-5	-0.0032609	-0.0063264	-0.0094937	-0.0017068	0.0026234	-8.9645E-4	-0.0061984	-0.0052781	-0.0040953	-0.003976
2.0541	-0.022786	-0.0054889	-0.0081464	-0.011212	-0.018139	-0.010352	-0.0067728	-0.010293	-0.011604	-0.010683	-0.010209	-0.01009
2.0532	-0.018927	-0.0016292	-0.0061348	-0.0092003	-0.011693	-0.0039063	-0.0013366	-0.0048564	-0.0078127	-0.0068924	-0.0028527	-0.0027334
2.0523	-0.012969	0.0043286	-6.4699E-4	-0.0037125	-0.0096219	-0.0018351	-0.0021533	-0.0056732	-0.0082038	-0.0072835	-0.0024069	-0.0022875
2.0513	-0.025444	-0.0081463	-0.0087675	-0.011833	-0.016209	-0.008422	-0.0077587	-0.011279	-0.0094741	-0.0085537	-0.0095465	-0.0094271
2.0504	-0.019639	-0.0023418	-0.0065654	-0.009631	-0.013794	-0.0060071	-1.2592E-4	-0.0036458	-0.0077743	-0.0068539	-0.0040089	-0.0038895
2.0494	-0.016464	8.3322E-4	-0.0041464	-0.0072119	-0.011733	-0.0039465	-0.0027171	-0.006237	-0.0082694	-0.007349	-0.0051351	-0.0050157
2.0485	-0.021673	-0.0043751	-0.0081684	-0.011234	-0.015552	-0.0077648	-0.0061369	-0.0096567	-0.01157	-0.010649	-0.0084864	-0.008367
2.0476	-0.01941	-0.0021121	-0.0049597	-0.0080252	-0.015508	-0.0077217	-0.0035029	-0.0070228	-0.010606	-0.0096854	-0.0069986	-0.0068792
2.0466	-0.01832	-0.0010222	-0.0045722	-0.0076377	-0.01336	-0.0055734	-7.7672E-4	-0.0042966	-0.008488	-0.0075676	-0.0071025	-0.0069831
2.0457	-0.021453	-0.004155	-0.0069789	-0.010044	-0.016984	-0.0091967	-0.0093458	-0.012866	-0.010497	-0.0095768	-0.011988	-0.011868
2.0448	-0.02055	-0.0032528	-0.004812	-0.0078775	-0.01367	-0.0058827	-0.0050751	-0.0085949	-0.010944	-0.010023	-0.0061231	-0.0060038
2.0438	-0.019692	-0.0023948	-0.0064425	-0.009508	-0.015751	-0.0079647	-0.0028739	-0.0063937	-0.0082364	-0.0073161	-0.0090786	-0.0089592
2.0429	-0.017876	-5.7862E-4	-0.0025789	-0.0056444	-0.01503	-0.0072431	-0.0022328	-0.0057527	-0.0078967	-0.0069764	-0.006096	-0.0059767
2.042	-0.019361	-0.0020637	-0.002959	-0.0060245	-0.014488	-0.0067007	-0.0054637	-0.0089835	-0.010228	-0.0093081	-0.006973	-0.0068536
2.041	-0.022687	-0.0053892	-0.0051598	-0.0082253	-0.015037	-0.0072499	-0.0045917	-0.0081115	-0.013434	-0.012514	-0.0089878	-0.0088684
2.0401	-0.017005	2.9222E-4	-0.0011658	-0.0042313	-0.011396	-0.0036095	-6.7155E-4	-0.0041914	-0.0091433	-0.0082229	-0.0059915	-0.0058722
2.0392	-0.023249	-0.0059515	-0.0083744	-0.01144	-0.017666	-0.0098794	-0.0063083	-0.0098282	-0.013614	-0.012694	-0.012546	-0.012427
2.0382	-0.020685	-0.0033879	-0.005874	-0.0089395	-0.012302	-0.004515	-0.0024584	-0.0059782	-0.005839	-0.0049186	-0.0060945	-0.0059751
2.0373	-0.014607	0.0026903	-2.1852E-4	-0.003284	-0.010905	-0.0031183	-0.0025466	-0.0060665	-0.0056186	-0.0046982	-0.0047009	-0.0045815
2.0364	-0.016907	3.9045E-4	-0.0020373	-0.0051028	-0.010426	-0.0026396	8.2087E-4	-0.002699	-0.0077433	-0.0068229	-0.0063651	-0.0062457
2.0355	-0.019675	-0.0023773	-0.0050994	-0.0081649	-0.011044	-0.0032573	-0.0023112	-0.005831	-0.0073885	-0.0064681	-0.0058659	-0.0057465
2.0345	-0.016857	4.41E-4	-0.0028977	-0.0059632	-0.01455	-0.0067628	-0.0031739	-0.0066937	-0.007523	-0.0066026	-0.0058187	-0.0056993
2.0336	-0.01635	9.4799E-4	-0.0031214	-0.0061869	-0.013808	-0.0060211	-0.0030196	-0.0065395	-0.01248	-0.01156	-0.0068198	-0.0067004
2.0327	-0.021364	-0.0040666	-0.0041175	-0.007183	-0.01267	-0.0048831	-0.0034092	-0.006929	-0.0084299	-0.0075096	-0.0051325	-0.0050131
2.0318	-0.018157	-8.5969E-4	6.3143E-4	-0.0024341	-0.010026	-0.0022387	-0.0023945	-0.0059143	-0.0065043	-0.005584	-0.006233	-0.0061137
2.0308	-0.020026	-0.002728	-0.001468	-0.0045335	-0.012444	-0.0046569	-0.0011509	-0.0046708	-0.01185	-0.010929	-0.007406	-0.0072866
2.0299	-0.021802	-0.0045046	-0.003781	-0.0068465	-0.015357	-0.0075699	-0.0016896	-0.0052094	-0.0083885	-0.0074682	-0.0097245	-0.0096051
2.029	-0.016981	3.1619E-4	0.0019726	-0.0010929	-0.0090055	-0.0012186	6.4511E-4	-0.0028747	-0.0043736	-0.0034532	-0.0031241	-0.0030048
2.0281	-0.020459	-0.0031612	-0.0020251	-0.0050906	-0.011682	-0.0038952	-0.001394	-0.0049138	-0.0087668	-0.0078465	-0.0084922	-0.0083728
2.0272	-0.020466	-0.003168	-0.003964	-0.0070295	-0.011385	-0.0035979	1.2745E-4	-0.0033924	-0.0086515	-0.0077312	-0.0072395	-0.0071202
2.0262	-0.018835	-0.0015378	-0.0053797	-0.0084453	-0.010865	-0.0030783	-0.0026204	-0.0061402	-0.0089351	-0.0080147	-0.0053466	-0.0052273
2.0253	-0.019391	-0.0020935	-0.0023261	-0.0053916	-0.0088984	-0.0011116	-0.0015061	-0.005026	-0.0045417	-0.0036213	-0.0070141	-0.0068947
2.0244	-0.020135	-0.0028376	-0.0027542	-0.0058197	-0.013915	-0.0061278	-0.002527	-0.0060469	-0.0084123	-0.007492	-0.0083427	-0.0082234
2.0235	-0.019753	-0.0024556	-0.0016169	-0.0046824	-0.0092572	-0.0014704	0.0052303	0.0017104	-0.0046925	-0.0037721	-0.0027772	-0.0026578
2.0226	-0.016057	0.0012405	-0.0018352	-0.0049007	-0.008581	-7.9414E-4	0.006306	0.0027862	-0.0036966	-0.0027762	-0.003903	-0.0037836
2.0217	-0.019922	-0.0026246	-0.0057881	-0.0088536	-0.009948	-0.0021612	-3.4167E-4	-0.0038615	-0.0047788	-0.0038585	-0.0049061	-0.0047867
2.0208	-0.018788	-0.0014903	-0.0045161	-0.0075816	-0.01279	-0.0050034	-0.0014109	-0.0049307	-0.0081745	-0.0072542	-0.006087	-0.0059676
2.0198	-0.015971	0.001327	-0.0043959	-0.0074614	-0.010087	-0.0023005	0.001529	-0.0019908	-0.0044715	-0.0035511	-0.0046275	-0.0045081
2.0189	-0.017226	7.1192E-5	9.6962E-4	-0.0020959	-0.0067056	0.0010812	0.0045618	0.0010419	-8.0271E-4	1.1763E-4	-8.2785E-5	3.6585E-5
2.018	-0.021138	-0.0038407	-0.0014007	-0.0044662	-0.013198	-0.0054115	0.0013416	-0.0021783	-0.0033241	-0.0024038	-0.0013162	-0.0011968
2.0171	-0.021603	-0.004306	-0.003825	-0.0068905	-0.0081218	-3.35E-4	0.0031077	-4.1215E-4	-0.0020835	-0.0011632	-0.0036979	-0.0035785
2.0162	-0.017789	-4.9188E-4	-0.0010342	-0.0040997	-0.0096538	-0.0018669	0.0057603	0.0022404	-0.0022769	-0.0013566	-0.0021804	-0.002061
2.0153	-0.020837	-0.0035394	-0.0039231	-0.0069886	-0.012136	-0.0043492	6.6219E-5	-0.0034536	-0.0043522	-0.0034319	-0.005962	-0.0058426
2.0144	-0.020839	-0.0035417	-2.0401E-4	-0.0032695	-0.0081665	-3.7971E-4	0.0049205	0.0014006	0.0021082	0.0030285	-0.0011378	-0.0010184
2.0135	-0.017688	-3.9065E-4	0.0018212	-0.0012443	-0.0073709	4.159E-4	0.0078452	0.0043253	0.0022651	0.0031854	-6.3747E-4	-5.181E-4
2.0126	-0.019446	-0.0021483	1.9158E-4	-0.0028739	-0.0096427	-0.0018558	0.006314	0.0027941	-2.231E-4	6.9724E-4	-0.0012473	-0.0011279
