Egy	FR0.25T	FR0.25T corrected	FR0.5T	FR0.5T corrected	FR0.75T	FR0.75T corrected	FR1T	FR1T corrected	FR1.2T	FR1.2T corrected	FR1.4T	FR1.4T corrected
2.0117	-0.020418	-0.0031209	-1.0293E-4	-0.0031684	-0.010769	-0.0029818	0.0044896	9.6976E-4	-0.0012901	-3.6977E-4	-0.0026147	-0.0024953
2.0108	-0.014829	0.002469	0.0024361	-6.2936E-4	-0.0061008	0.001686	0.0081616	0.0046417	0.0011763	0.0020967	0.0043	0.0044194
2.0099	-0.017588	-2.9044E-4	-5.676E-5	-0.0031223	-0.0075475	2.393E-4	0.0083821	0.0048623	0.0025951	0.0035154	0.0012773	0.0013967
2.009	-0.019416	-0.0021187	1.9341E-4	-0.0028721	-0.008913	-0.0011262	0.0067501	0.0032302	0.0035517	0.004472	-0.0012221	-0.0011027
2.0081	-0.014118	0.0031799	0.00361	5.4445E-4	-0.0067384	0.0010484	0.0087604	0.0052406	0.0034397	0.00436	0.002534	0.0026534
2.0072	-0.019475	-0.002177	-1.8703E-4	-0.0032525	-0.011215	-0.0034283	0.003342	-1.7783E-4	-4.6357E-4	4.5677E-4	-0.0034417	-0.0033223
2.0063	-0.019258	-0.0019608	-2.9607E-4	-0.0033616	-0.01221	-0.004423	0.0035433	2.342E-5	0.0012755	0.0021959	-0.0041309	-0.0040115
2.0054	-0.013236	0.0040616	0.0041943	0.0011288	-0.0079246	-1.3783E-4	0.0067524	0.0032326	0.0048978	0.0058181	0.0023042	0.0024236
2.0045	-0.016286	0.0010117	8.9367E-4	-0.0021718	-0.011358	-0.0035708	0.0048989	0.0013791	5.4261E-4	0.001463	-5.2356E-5	6.7014E-5
2.0036	-0.015373	0.0019246	0.00246	-6.0549E-4	-0.0093081	-0.0015213	0.0060088	0.0024889	0.0019938	0.0029142	-0.0024956	-0.0023763
2.0027	-0.017844	-5.4602E-4	-0.0022985	-0.005364	-0.014537	-0.0067499	-2.3374E-4	-0.0037536	-0.0033214	-0.002401	-0.0064342	-0.0063149
2.0018	-0.015171	0.0021263	8.1457E-4	-0.0022509	-0.011687	-0.0038998	3.4021E-4	-0.0031796	-0.0046046	-0.0036842	-0.0086537	-0.0085343
2.0009	-0.019272	-0.0019743	-3.2553E-4	-0.003391	-0.019392	-0.011605	-0.0066861	-0.010206	-0.0069356	-0.0060152	-0.012641	-0.012522
2	-0.018666	-0.0013689	-5.9704E-4	-0.0036625	-0.019146	-0.011359	-0.010385	-0.013905	-0.011648	-0.010727	-0.016299	-0.01618
1.9991	-0.02029	-0.0029927	-0.0030631	-0.0061286	-0.023029	-0.015242	-0.014196	-0.017716	-0.018623	-0.017702	-0.022329	-0.02221
1.9982	-0.015433	0.001865	-0.0023252	-0.0053907	-0.026369	-0.018582	-0.015633	-0.019153	-0.020819	-0.019899	-0.024571	-0.024451
1.9973	-0.022239	-0.0049414	-0.0071104	-0.010176	-0.031742	-0.023955	-0.024913	-0.028432	-0.030892	-0.029971	-0.033832	-0.033713
1.9964	-0.020406	-0.0031087	-0.008319	-0.011385	-0.035825	-0.028038	-0.030489	-0.034009	-0.037356	-0.036435	-0.040071	-0.039951
1.9955	-0.02048	-0.003182	-0.0083207	-0.011386	-0.040981	-0.033194	-0.034226	-0.037746	-0.042181	-0.04126	-0.04802	-0.047901
1.9947	-0.023322	-0.0060247	-0.013701	-0.016767	-0.046975	-0.039188	-0.043542	-0.047062	-0.050964	-0.050044	-0.054838	-0.054719
1.9938	-0.024958	-0.0076601	-0.014829	-0.017895	-0.050243	-0.042456	-0.047838	-0.051357	-0.05757	-0.05665	-0.062745	-0.062626
1.9929	-0.020355	-0.0030574	-0.01159	-0.014655	-0.050756	-0.042969	-0.045239	-0.048758	-0.057816	-0.056896	-0.061886	-0.061767
1.992	-0.025415	-0.0081174	-0.014549	-0.017615	-0.053986	-0.046199	-0.050124	-0.053644	-0.065171	-0.064251	-0.070303	-0.070184
1.9911	-0.031989	-0.014691	-0.021415	-0.024481	-0.058384	-0.050597	-0.055539	-0.059059	-0.069222	-0.068302	-0.074769	-0.074649
1.9902	-0.027844	-0.010546	-0.017881	-0.020947	-0.0536	-0.045813	-0.050289	-0.053808	-0.066276	-0.065356	-0.068547	-0.068428
1.9893	-0.031055	-0.013757	-0.016344	-0.01941	-0.051232	-0.043445	-0.045647	-0.049167	-0.067345	-0.066425	-0.069422	-0.069303
1.9885	-0.03202	-0.014723	-0.020117	-0.023183	-0.052147	-0.04436	-0.043833	-0.047353	-0.063421	-0.0625	-0.067448	-0.067328
1.9876	-0.02802	-0.010723	-0.014304	-0.01737	-0.046076	-0.038289	-0.036004	-0.039524	-0.052717	-0.051797	-0.056688	-0.056569
1.9867	-0.026715	-0.0094173	-0.011888	-0.014953	-0.037503	-0.029716	-0.028391	-0.031911	-0.046219	-0.045299	-0.048437	-0.048317
1.9858	-0.028833	-0.011536	-0.01252	-0.015585	-0.036061	-0.028274	-0.027025	-0.030545	-0.043062	-0.042142	-0.045501	-0.045381
1.9849	-0.027182	-0.0098842	-0.0059997	-0.0090652	-0.032359	-0.024572	-0.01951	-0.02303	-0.031638	-0.030718	-0.036184	-0.036064
1.9841	-0.025396	-0.008098	-0.0052073	-0.0082728	-0.026719	-0.018933	-0.014418	-0.017937	-0.025633	-0.024713	-0.030237	-0.030118
1.9832	-0.022259	-0.004961	-0.0042226	-0.0072881	-0.022293	-0.014507	-0.0093368	-0.012857	-0.022569	-0.021648	-0.024754	-0.024634
1.9823	-0.025079	-0.007782	-0.0024766	-0.0055421	-0.022655	-0.014869	-0.0093792	-0.012899	-0.018253	-0.017333	-0.018565	-0.018445
1.9814	-0.019307	-0.0020099	-0.0010829	-0.0041484	-0.01689	-0.0091033	-0.0044781	-0.0079979	-0.011224	-0.010304	-0.013762	-0.013643
1.9806	-0.021269	-0.0039718	-4.7271E-5	-0.0031128	-0.016907	-0.0091201	-0.0016825	-0.0052024	-0.013776	-0.012855	-0.010737	-0.010617
1.9797	-0.021108	-0.0038106	-9.7773E-4	-0.0040432	-0.017877	-0.01009	-0.0016958	-0.0052156	-0.011304	-0.010383	-0.011111	-0.010991
1.9788	-0.022749	-0.005451	-0.0035102	-0.0065757	-0.019308	-0.011521	-0.0028231	-0.0063429	-0.0098124	-0.0088921	-0.0096296	-0.0095102
1.9779	-0.016722	5.7538E-4	-2.3592E-4	-0.0033014	-0.011599	-0.0038126	0.0031829	-3.369E-4	-0.0051066	-0.0041862	-0.0010771	-9.5777E-4
1.9771	-0.020201	-0.002903	-5.1232E-4	-0.0035778	-0.01133	-0.003543	8.9511E-4	-0.0026247	-0.0078377	-0.0069174	-0.0033808	-0.0032614
1.9762	-0.026441	-0.0091439	-0.0032847	-0.0063502	-0.016599	-0.008812	-0.0025575	-0.0060774	-0.0074864	-0.0065661	-0.0068311	-0.0067117
1.9753	-0.019084	-0.0017865	9.0066E-4	-0.0021648	-0.015731	-0.0079439	-0.0015499	-0.0050697	-0.002842	-0.0019216	-0.0027093	-0.0025899
1.9744	-0.018535	-0.0012378	0.0015543	-0.0015112	-0.011296	-0.0035088	7.5668E-4	-0.0027632	-3.9232E-4	5.2802E-4	-0.0021887	-0.0020694
1.9736	-0.02097	-0.0036724	-0.0011283	-0.0041938	-0.012852	-0.0050655	-4.3598E-4	-0.0039558	-0.0044458	-0.0035254	-0.0030389	-0.0029195
1.9727	-0.021046	-0.0037484	-0.0019318	-0.0049973	-0.014016	-0.006229	-0.001388	-0.0049078	-0.0045677	-0.0036474	-0.0038213	-0.0037019
1.9718	-0.019264	-0.0019663	4.4385E-4	-0.0026217	-0.011039	-0.0032522	0.0037888	2.6896E-4	-0.0020917	-0.0011713	-4.8633E-4	-3.6696E-4
1.971	-0.02011	-0.0028127	0.0018975	-0.001168	-0.010745	-0.0029585	-4.2693E-4	-0.0039468	-0.0055229	-0.0046026	-0.0048835	-0.0047641
1.9701	-0.023901	-0.0066031	-5.1503E-4	-0.0035805	-0.011242	-0.0034552	0.0026111	-9.0876E-4	-0.0051976	-0.0042772	-0.0019666	-0.0018472
1.9692	-0.016862	4.3569E-4	0.0012391	-0.0018264	-0.0087457	-9.5884E-4	0.0023984	-0.0011214	-0.0014995	-5.7918E-4	-6.0317E-4	-4.838E-4
1.9684	-0.017088	2.0914E-4	0.0038427	7.7717E-4	-0.010422	-0.0026354	9.0479E-4	-0.0026151	-0.0036306	-0.0027103	-0.0045316	-0.0044123
1.9675	-0.023274	-0.0059763	-0.0028072	-0.0058727	-0.010563	-0.0027764	-6.4437E-4	-0.0041642	-0.0064209	-0.0055006	-0.0045194	-0.0044001
1.9667	-0.019601	-0.0023039	5.587E-4	-0.0025068	-0.011021	-0.0032338	9.6118E-4	-0.0025587	-0.0056804	-0.0047601	-0.0044273	-0.0043079
1.9658	-0.02018	-0.0028829	-2.3707E-4	-0.0033026	-0.011203	-0.0034162	0.0014025	-0.0021173	-0.0068245	-0.0059042	-0.0065199	-0.0064006
1.9649	-0.021204	-0.0039069	-0.0025021	-0.0055676	-0.013156	-0.0053696	0.0027095	-8.1038E-4	-0.0033563	-0.0024359	-0.0033475	-0.0032281
1.9641	-0.0197	-0.0024029	-0.0021571	-0.0052226	-0.014211	-0.006424	0.0010309	-0.002489	-0.0081804	-0.0072601	-0.0065976	-0.0064783
1.9632	-0.021032	-0.0037345	3.4356E-4	-0.0027219	-0.010365	-0.0025782	0.0021078	-0.0014121	-0.0042968	-0.0033764	-0.0021026	-0.0019832
1.9624	-0.019255	-0.0019571	-0.0027425	-0.005808	-0.012503	-0.004716	-0.0015874	-0.0051072	-0.0051751	-0.0042548	-0.0034503	-0.003331
1.9615	-0.019184	-0.0018867	7.2792E-5	-0.0029927	-0.012838	-0.0050517	0.0010676	-0.0024523	-0.0035226	-0.0026023	-0.0030571	-0.0029377
1.9606	-0.019594	-0.0022963	-5.6408E-4	-0.0036296	-0.010981	-0.0031942	2.9761E-4	-0.0032222	-0.0040388	-0.0031184	-0.0037446	-0.0036252
1.9598	-0.018375	-0.0010775	0.0023684	-6.9714E-4	-0.011617	-0.00383	0.0020252	-0.0014947	-0.0041875	-0.0032671	-0.0038958	-0.0037765
1.9589	-0.018725	-0.0014272	-5.9099E-4	-0.0036565	-0.013525	-0.0057382	0.0028762	-6.4359E-4	-0.0039842	-0.0030638	-0.0046863	-0.004567
1.9581	-0.023188	-0.0058904	-0.0015563	-0.0046218	-0.011851	-0.0040643	-0.0015747	-0.0050946	-0.0044488	-0.0035285	-0.0015091	-0.0013897
1.9572	-0.018094	-7.9697E-4	0.0010447	-0.0020208	-0.012964	-0.0051772	8.095E-4	-0.0027103	-0.0069812	-0.0060608	-0.0057381	-0.0056188
1.9564	-0.014723	0.0025744	0.0027176	-3.4788E-4	-0.0072984	4.8839E-4	0.0027195	-8.0037E-4	-7.8609E-4	1.3426E-4	-0.0049086	-0.0047893
1.9555	-0.01907	-0.0017726	-5.1853E-4	-0.003584	-0.0096571	-0.0018703	8.7139E-5	-0.0034327	-0.0058003	-0.0048799	-0.0040819	-0.0039626
1.9547	-0.017298	0	0.0030655	0	-0.0077868	0	0.0035198	0	-9.2034E-4	0	-1.1937E-4	0
1.9538	-0.019685	-0.0023871	-3.7608E-4	-0.0034416	-0.010679	-0.0028917	7.9883E-4	-0.002721	-0.0047533	-0.003833	-0.0039239	-0.0038046
1.953	-0.020084	-0.0027865	9.3167E-4	-0.0021338	-0.0090067	-0.0012199	0.0010002	-0.0025196	-0.0036644	-0.0027441	-0.00264	-0.0025206
1.9521	-0.019236	-0.001938	-0.0019867	-0.0050522	-0.012254	-0.0044674	-0.0019032	-0.0054231	-0.0049075	-0.0039872	-0.0044251	-0.0043058
1.9513	-0.018122	-8.2408E-4	0.0022539	-8.1162E-4	-0.0083805	-5.9364E-4	0.001832	-0.0016879	-0.0033501	-0.0024298	-0.001148	-0.0010287
1.9504	-0.020453	-0.0031554	1.5525E-5	-0.00305	-0.010023	-0.0022364	-6.1902E-4	-0.0041389	-0.0042479	-0.0033276	-0.0046267	-0.0045073
1.9496	-0.021467	-0.004169	-0.0019523	-0.0050178	-0.0096816	-0.0018948	-2.1654E-4	-0.0037364	-0.00621	-0.0052897	-0.0019468	-0.0018274
1.9487	-0.019506	-0.0022088	2.3968E-4	-0.0028258	-0.0099286	-0.0021418	-6.2832E-4	-0.0041482	-0.0043199	-0.0033996	-0.007238	-0.0071186
1.9479	-0.015596	0.0017012	0.0015708	-0.0014947	-0.0081646	-3.7781E-4	9.5297E-4	-0.0025669	-0.0016547	-7.3431E-4	-0.0030421	-0.0029227
1.947	-0.020792	-0.0034947	-5.0303E-4	-0.0035685	-0.010318	-0.0025312	1.3679E-4	-0.003383	-0.0032666	-0.0023463	-0.0048906	-0.0047712
1.9462	-0.020009	-0.0027117	-0.0018864	-0.0049519	-0.01065	-0.0028628	-0.002685	-0.0062049	-0.0068656	-0.0059452	-0.0049934	-0.004874
1.9453	-0.018402	-0.0011043	8.8606E-4	-0.0021794	-0.0085077	-7.2091E-4	0.0013843	-0.0021355	-0.0045315	-0.0036111	-0.0037338	-0.0036144
1.9445	-0.016614	6.8371E-4	2.7186E-4	-0.0027936	-0.008252	-4.6517E-4	0.0013856	-0.0021342	-0.0064676	-0.0055472	-0.0077624	-0.0076431
1.9437	-0.022002	-0.0047047	-0.0032652	-0.0063307	-0.011046	-0.0032589	-0.0031105	-0.0066304	-0.0090284	-0.008108	-0.0071096	-0.0069902
1.9428	-0.020888	-0.0035908	-0.0032339	-0.0062994	-0.0094901	-0.0017032	-0.0015364	-0.0050562	-0.0043439	-0.0034235	-0.0059484	-0.005829
1.942	-0.020933	-0.0036352	-0.0016804	-0.0047459	-0.011086	-0.0032989	0.001869	-0.0016508	-0.0047525	-0.0038322	-0.0056198	-0.0055004
1.9411	-0.022336	-0.0050389	-0.0048187	-0.0078842	-0.014296	-0.0065093	-0.0010762	-0.004596	-0.0066507	-0.0057304	-0.0051684	-0.005049
1.9403	-0.020348	-0.0030509	0.0023282	-7.3733E-4	-0.0086133	-8.2653E-4	0.0010655	-0.0024543	-0.0022496	-0.0013292	-0.004332	-0.0042126
1.9395	-0.01895	-0.0016528	-7.2082E-4	-0.0037863	-0.0083505	-5.6363E-4	0.0013447	-0.0021752	-0.0019222	-0.0010018	-0.0044852	-0.0043659
1.9386	-0.015405	0.0018927	1.922E-4	-0.0028733	-0.0067848	0.001002	0.0029457	-5.7415E-4	-0.0030932	-0.0021729	-4.9472E-4	-3.7535E-4
1.9378	-0.021947	-0.0046495	-0.0051252	-0.0081907	-0.013405	-0.0056184	-7.2694E-4	-0.0042468	-0.0070195	-0.0060992	-0.0068516	-0.0067322
1.9369	-0.019287	-0.0019898	0.0014642	-0.0016014	-0.0074224	3.6437E-4	0.0026957	-8.2409E-4	-0.0031945	-0.0022742	-0.0023637	-0.0022443
1.9361	-0.017497	-1.9976E-4	0.0038651	7.9958E-4	-0.0037196	0.0040672	0.0054938	0.0019739	-8.626E-4	5.7741E-5	0.0016408	0.0017601
1.9353	-0.019592	-0.0022946	-5.2535E-5	-0.003118	-0.0071008	6.8606E-4	0.0017836	-0.0017362	-0.0013861	-4.6573E-4	-0.0049229	-0.0048035
1.9344	-0.020519	-0.0032214	-0.0049613	-0.0080268	-0.014072	-0.0062855	-0.0045731	-0.0080929	-0.0074519	-0.0065316	-0.0074504	-0.007331
1.9336	-0.017985	-6.8782E-4	2.9835E-4	-0.0027672	-0.0090854	-0.0012985	-0.0012089	-0.0047287	-0.0058177	-0.0048974	-0.0049799	-0.0048605
1.9328	-0.018216	-9.1818E-4	-3.9319E-5	-0.0031048	-0.0070555	7.3133E-4	0.0043493	8.2947E-4	-0.0033843	-0.002464	-0.004988	-0.0048687
1.9319	-0.022774	-0.0054761	-0.001148	-0.0042135	-0.01068	-0.0028927	-0.0047314	-0.0082512	-0.0062141	-0.0052937	-0.0055013	-0.0053819
1.9311	-0.022577	-0.0052794	-0.0060002	-0.0090657	-0.012196	-0.0044092	-0.0033509	-0.0068708	-0.0067409	-0.0058205	-0.0065217	-0.0064023
1.9303	-0.016489	8.0902E-4	0.0023194	-7.4613E-4	-0.0044936	0.0032932	0.0045024	9.8257E-4	-5.1325E-4	4.071E-4	-5.9259E-4	-4.7322E-4
1.9295	-0.01822	-9.2266E-4	-0.0015835	-0.0046491	-0.0085234	-7.3663E-4	8.2968E-4	-0.0026902	-0.0055364	-0.004616	-0.0053732	-0.0052539
1.9286	-0.018701	-0.0014038	-0.0029815	-0.006047	-0.014098	-0.0063109	-0.0014124	-0.0049323	-0.0043565	-0.0034361	-0.0062335	-0.0061142
1.9278	-0.013826	0.003472	0.0039523	8.8683E-4	-0.0097141	-0.0019272	0.0032548	-2.6504E-4	-0.004384	-0.0034637	-0.0022846	-0.0021652
1.927	-0.016431	8.6647E-4	-0.0012782	-0.0043437	-0.0094774	-0.0016906	0.0017468	-0.0017731	-0.0036032	-0.0026828	-0.0040253	-0.0039059
1.9261	-0.021404	-0.0041061	-0.0066769	-0.0097424	-0.014824	-0.0070372	-0.0010317	-0.0045515	-0.0065725	-0.0056521	-0.0063798	-0.0062604
1.9253	-0.019411	-0.0021138	-0.0040464	-0.0071119	-0.011606	-0.0038189	-0.0023667	-0.0058865	-0.003185	-0.0022647	-0.0058613	-0.0057419
1.9245	-0.01664	6.5708E-4	0.0024181	-6.4736E-4	-0.0081823	-3.9549E-4	0.0039839	4.6402E-4	-0.0017678	-8.4746E-4	-0.0035435	-0.0034241
1.9237	-0.016545	7.5297E-4	-7.6655E-4	-0.0038321	-0.010347	-0.0025599	5.0614E-4	-0.0030137	-0.004142	-0.0032217	-0.0029376	-0.0028183
1.9228	-0.020262	-0.0029642	-0.0015158	-0.0045813	-0.011573	-0.0037866	-0.0030385	-0.0065584	-0.0047349	-0.0038146	-0.0049502	-0.0048308
1.922	-0.019908	-0.0026105	-0.0014448	-0.0045103	-0.011445	-0.0036579	-0.0027783	-0.0062982	-0.0044959	-0.0035756	-0.0050917	-0.0049723
1.9212	-0.013002	0.0042959	0.0022707	-7.9475E-4	-0.0095427	-0.0017559	0.0014954	-0.0020244	-0.0018936	-9.7322E-4	-0.0040254	-0.0039061
1.9204	-0.018269	-9.7146E-4	-0.0014392	-0.0045047	-0.011021	-0.0032345	-0.0022737	-0.0057935	-0.0041401	-0.0032197	-0.0049284	-0.004809
1.9196	-0.019644	-0.0023464	-0.0025335	-0.005599	-0.012508	-0.0047208	-2.1716E-4	-0.003737	-0.0010088	-8.8474E-5	-0.0074929	-0.0073735
1.9187	-0.017271	2.6395E-5	6.6582E-4	-0.0023997	-0.007765	2.1787E-5	0.003954	4.3418E-4	-0.0029438	-0.0020235	-0.0033014	-0.003182
1.9179	-0.019224	-0.0019265	-5.8654E-4	-0.003652	-0.0099356	-0.0021487	0.0018519	-0.0016679	-0.0032118	-0.0022915	-0.0059917	-0.0058724
1.9171	-0.021286	-0.0039882	-0.0026742	-0.0057397	-0.012327	-0.0045399	0.0026478	-8.7207E-4	-0.006004	-0.0050837	-0.0083811	-0.0082617
1.9163	-0.022082	-0.0047843	-0.0051418	-0.0082073	-0.01318	-0.0053929	-0.0021472	-0.0056671	-0.0035155	-0.0025951	-0.0065038	-0.0063844
1.9155	-0.013651	0.0036464	0.0028165	-2.49E-4	-0.0071766	6.1025E-4	0.0022032	-0.0013166	-0.0011407	-2.2034E-4	-0.003949	-0.0038296
1.9147	-0.020248	-0.0029508	-0.0021696	-0.0052352	-0.013456	-0.005669	0.0015989	-0.001921	-0.0059492	-0.0050288	-0.0065705	-0.0064511
1.9138	-0.025202	-0.0079048	-0.0033147	-0.0063802	-0.015623	-0.0078364	-0.002884	-0.0064039	-0.0097302	-0.0088099	-0.0083858	-0.0082664
1.913	-0.018287	-9.8913E-4	-0.0024943	-0.0055598	-0.010539	-0.0027526	7.4019E-4	-0.0027796	-0.0053661	-0.0044457	-0.0058192	-0.0056999
1.9122	-0.016137	0.0011604	0.0038036	7.3808E-4	-0.011404	-0.0036176	0.0020244	-0.0014955	-0.0044321	-0.0035118	-0.0058689	-0.0057495
1.9114	-0.023106	-0.0058085	-0.0026357	-0.0057012	-0.012813	-0.0050266	-0.0049159	-0.0084358	-0.0062108	-0.0052905	-0.0094531	-0.0093337
1.9106	-0.019358	-0.0020601	-0.0021721	-0.0052376	-0.010597	-0.0028103	-7.2578E-4	-0.0042456	-0.0078977	-0.0069773	-0.0075717	-0.0074523
1.9098	-0.014888	0.0024092	0.002528	-5.3748E-4	-0.0067404	0.0010464	0.003892	3.7221E-4	-0.0019461	-0.0010257	-4.9487E-4	-3.755E-4
1.909	-0.016455	8.4226E-4	-0.0011043	-0.0041698	-0.011795	-0.0040086	-1.1646E-4	-0.0036363	-0.0035479	-0.0026276	-0.0036773	-0.003558
1.9082	-0.018693	-0.0013955	-0.0026036	-0.0056691	-0.01132	-0.0035328	-3.726E-4	-0.0038924	-0.0048385	-0.0039181	-0.004513	-0.0043936
1.9073	-0.021716	-0.0044185	-0.0035854	-0.0066509	-0.0093119	-0.0015251	-8.6361E-4	-0.0043834	-0.0037479	-0.0028275	-0.0058982	-0.0057788
1.9065	-0.017038	2.5975E-4	-0.0015655	-0.004631	-0.011392	-0.0036057	6.4993E-5	-0.0034548	-0.00501	-0.0040896	-0.0042879	-0.0041685
1.9057	-0.020218	-0.0029206	-0.0045825	-0.007648	-0.012166	-0.0043792	-0.0016363	-0.0051562	-0.005898	-0.0049777	-0.0072324	-0.0071131
1.9049	-0.023231	-0.0059331	-0.0041057	-0.0071712	-0.014383	-0.0065958	-0.0033826	-0.0069024	-0.0072377	-0.0063174	-0.0078135	-0.0076941
1.9041	-0.019938	-0.0026404	-8.0952E-4	-0.003875	-0.012444	-0.0046572	0.0016443	-0.0018755	-0.0050715	-0.0041512	-0.0065026	-0.0063833
1.9033	-0.019367	-0.0020692	-6.2895E-4	-0.0036945	-0.010385	-0.0025984	0.0033026	-2.1724E-4	-0.005463	-0.0045427	-0.0051747	-0.0050553
1.9025	-0.018857	-0.0015591	-5.5591E-4	-0.0036214	-0.010227	-0.00244	0.0022236	-0.0012962	-0.0026291	-0.0017088	-0.0041709	-0.0040515
1.9017	-0.018768	-0.0014706	-0.002314	-0.0053795	-0.012764	-0.0049776	0.001983	-0.0015368	-0.0048849	-0.0039646	-0.005693	-0.0055736
1.9009	-0.016512	7.858E-4	0.0017098	-0.0013557	-0.0086584	-8.7154E-4	0.0020389	-0.0014809	-6.1481E-4	3.0554E-4	-0.0045287	-0.0044093
1.9001	-0.014531	0.0027665	0.0027794	-2.8614E-4	-0.0057222	0.0020646	0.0051968	0.001677	-5.2717E-4	3.9318E-4	-8.2869E-4	-7.0932E-4
1.8993	-0.017088	2.0999E-4	-6.7535E-4	-0.0037408	-0.010284	-0.0024968	4.478E-4	-0.003072	-0.0044067	-0.0034864	-0.0045748	-0.0044554
1.8985	-0.019306	-0.0020084	-4.2972E-4	-0.0034952	-0.010176	-0.0023896	0.0027609	-7.5889E-4	-0.0053343	-0.004414	-0.0046275	-0.0045081
1.8977	-0.020148	-0.0028507	-0.0028792	-0.0059447	-0.01162	-0.0038335	-9.5484E-5	-0.0036153	-0.0049643	-0.004044	-0.0078537	-0.0077343
1.8969	-0.01765	-3.5217E-4	9.0313E-4	-0.0021624	-0.008801	-0.0010141	0.0021059	-0.001414	-0.0049902	-0.0040698	-0.0025783	-0.0024589
1.8961	-0.019326	-0.002028	-0.0013641	-0.0044296	-0.01038	-0.0025933	4.9398E-5	-0.0034704	-0.0032269	-0.0023065	-0.0040125	-0.0038931
1.8953	-0.018074	-7.7606E-4	-8.834E-4	-0.0039489	-0.010848	-0.0030616	0.0037321	2.1231E-4	-0.0030831	-0.0021628	-0.0010593	-9.3998E-4
1.8945	-0.01734	-4.2148E-5	-0.0027965	-0.005862	-0.0094998	-0.001713	0.0031575	-3.6233E-4	-0.0035043	-0.002584	-0.0053271	-0.0052078
1.8937	-0.01799	-6.925E-4	-0.0028123	-0.0058778	-0.011676	-0.003889	-4.8647E-4	-0.0040063	-0.0060764	-0.005156	-0.0071221	-0.0070027
1.8929	-0.021901	-0.0046037	-5.2765E-4	-0.0035932	-0.011911	-0.004124	1.8693E-4	-0.0033329	-0.0059162	-0.0049958	-0.0063671	-0.0062477
1.8921	-0.016926	3.7142E-4	-9.4678E-4	-0.0040123	-0.012533	-0.0047461	-0.0017824	-0.0053022	-0.00476	-0.0038396	-0.0061232	-0.0060038
1.8913	-0.014761	0.0025366	0.0022642	-8.0132E-4	-0.0054558	0.002331	0.0042747	7.5482E-4	-0.0013301	-4.0975E-4	-0.0015445	-0.0014251
1.8905	-0.021279	-0.0039816	-0.0027825	-0.005848	-0.014376	-0.0065896	-0.0050656	-0.0085855	-0.006907	-0.0059866	-0.0079063	-0.0077869
1.8897	-0.018284	-9.8655E-4	-0.0052669	-0.0083324	-0.010371	-0.0025842	-8.1726E-4	-0.0043371	-0.0030046	-0.0020843	-0.0074388	-0.0073194
1.8889	-0.014585	0.0027129	0.0032259	1.6039E-4	-0.0063016	0.0014853	-4.5792E-4	-0.0039778	-0.0027949	-0.0018746	-0.0012023	-0.001083
1.8881	-0.017424	-1.2689E-4	0.001044	-0.0020215	-0.011834	-0.0040471	1.0206E-4	-0.0034178	-0.0053723	-0.0044519	-0.005701	-0.0055816
1.8873	-0.0207	-0.0034024	-0.0023128	-0.0053783	-0.0116	-0.0038136	-0.0021822	-0.005702	-0.0063218	-0.0054015	-0.0070344	-0.006915
1.8865	-0.015511	0.0017864	-0.0010767	-0.0041422	-0.0078206	-3.3817E-5	0.0010685	-0.0024513	-0.0045193	-0.003599	-0.0046931	-0.0045738
1.8857	-0.015121	0.0021768	7.7213E-4	-0.0022934	-0.0071917	5.9511E-4	0.0037051	1.8524E-4	-0.0011959	-2.7553E-4	-0.0030043	-0.0028849
1.885	-0.015958	0.0013399	0.0017578	-0.0013077	-0.0071185	6.6829E-4	8.1588E-4	-0.002704	-0.0025153	-0.001595	-0.0059385	-0.0058191
1.8842	-0.018021	-7.2342E-4	0.0018294	-0.0012361	-0.013651	-0.0058642	1.0891E-4	-0.0034109	-0.0038356	-0.0029153	-0.0053675	-0.0052481
1.8834	-0.016363	9.3425E-4	-0.0020951	-0.0051607	-0.0087016	-9.1479E-4	0.0031214	-3.9842E-4	-0.0064161	-0.0054957	-0.0056203	-0.0055009
1.8826	-0.019593	-0.0022952	-0.0034005	-0.006466	-0.012261	-0.0044744	-7.901E-4	-0.0043099	-0.0045319	-0.0036115	-0.0074348	-0.0073154
1.8818	-0.015846	0.0014513	-4.4077E-4	-0.0035063	-0.0086207	-8.3385E-4	0.0010388	-0.0024811	-0.0053435	-0.0044231	-0.0078641	-0.0077447
1.881	-0.019296	-0.0019983	-3.6202E-4	-0.0034275	-0.010701	-0.0029145	-9.2884E-4	-0.0044487	-0.0060352	-0.0051148	-0.0062468	-0.0061275
1.8802	-0.01361	0.0036872	0.002936	-1.2955E-4	-0.0067408	0.001046	0.0037803	2.6043E-4	-5.3319E-4	3.8716E-4	-0.0032988	-0.0031795
1.8794	-0.016856	4.4175E-4	0.0011876	-0.0018779	-0.0083434	-5.5662E-4	0.0016859	-0.0018339	-0.0049646	-0.0040442	-0.0052824	-0.005163
1.8787	-0.019789	-0.0024911	0.0010897	-0.0019758	-0.0091508	-0.001364	0.0016035	-0.0019163	-0.0050097	-0.0040894	-0.0045586	-0.0044392
1.8779	-0.017538	-2.4038E-4	0.0017013	-0.0013642	-0.0068925	8.9431E-4	9.7214E-4	-0.0025477	-0.001691	-7.7063E-4	-0.0036157	-0.0034964
