#Down-iteration: 0
#current,H-field,magnetisation
+10.0000,-36.1720,-00.1025
+09.9000,-36.1140,-00.1024
+09.8000,-36.0470,-00.1025
+09.7000,-35.9820,-00.1024
+09.6000,-35.9030,-00.1025
+09.5000,-35.8230,-00.1023
+09.4000,-35.7530,-00.1025
+09.3000,-35.6760,-00.1025
+09.2000,-35.5870,-00.1026
+09.1000,-35.5130,-00.1030
+09.0000,-35.4460,-00.1030
+08.9000,-35.3460,-00.1026
+08.8000,-35.2660,-00.1025
+08.7000,-35.1870,-00.1025
+08.6000,-35.0930,-00.1022
+08.5000,-35.0120,-00.1022
+08.4000,-34.9180,-00.1024
+08.3000,-34.8210,-00.1023
+08.2000,-34.7230,-00.1023
+08.1000,-34.6210,-00.1025
+08.0000,-34.5180,-00.1022
+07.9000,-34.4180,-00.1024
+07.8000,-34.3110,-00.1023
+07.7000,-34.1900,-00.1023
+07.6000,-34.0720,-00.1023
+07.5000,-33.9760,-00.1022
+07.4000,-33.8510,-00.1023
+07.3000,-33.7290,-00.1021
+07.2000,-33.6020,-00.1021
+07.1000,-33.4670,-00.1021
+07.0000,-33.3500,-00.1021
+06.9000,-33.2030,-00.1019
+06.8000,-33.0640,-00.1019
+06.7000,-32.9240,-00.1022
+06.6000,-32.7660,-00.1019
+06.5000,-32.6190,-00.1019
+06.4000,-32.4470,-00.1019
+06.3000,-32.2760,-00.1019
+06.2000,-32.0930,-00.1019
+06.1000,-31.9030,-00.1019
+06.0000,-31.7180,-00.1019
+05.9000,-31.5030,-00.1019
+05.8000,-31.2940,-00.1019
+05.7000,-31.0700,-00.1019
+05.6000,-30.8150,-00.1017
+05.5000,-30.5690,-00.1017
+05.4000,-30.3040,-00.1016
+05.3000,-30.0150,-00.1016
+05.2000,-29.7270,-00.1016
+05.1000,-29.4000,-00.1019
+05.0000,-29.0570,-00.1019
+04.9000,-28.7170,-00.1019
+04.8000,-28.3550,-00.1017
+04.7000,-27.9460,-00.1018
+04.6000,-27.5360,-00.1016
+04.5000,-27.1030,-00.1015
+04.4000,-26.6410,-00.1016
+04.3000,-26.1890,-00.1016
+04.2000,-25.6890,-00.1016
+04.1000,-25.1560,-00.1018
+04.0000,-24.6410,-00.1019
+03.9000,-24.0800,-00.1016
+03.8000,-23.5120,-00.1014
+03.7000,-22.9440,-00.1016
+03.6000,-22.3440,-00.1016
+03.5000,-21.7550,-00.1017
+03.4000,-21.1380,-00.1015
+03.3000,-20.5430,-00.1016
+03.2000,-19.9320,-00.1015
+03.1000,-19.3260,-00.1015
+03.0000,-18.7240,-00.1015
+02.9000,-18.1010,-00.1014
+02.8000,-17.5040,-00.1014
+02.7000,-16.8850,-00.1013
+02.6000,-16.2820,-00.1013
+02.5000,-15.6800,-00.1013
+02.4000,-15.0680,-00.1012
+02.3000,-14.4640,-00.1016
+02.2000,-13.8470,-00.1015
+02.1000,-13.2410,-00.1014
+02.0000,-12.6320,-00.1013
+01.9000,-12.0290,-00.1012
+01.8000,-11.4140,-00.1015
+01.7000,-10.8020,-00.1010
+01.6000,-10.1910,-00.1011
+01.5000,-09.5810,-00.1012
+01.4000,-08.9840,-00.1011
+01.3000,-08.3700,-00.1010
+01.2000,-07.7470,-00.1012
+01.1000,-07.1450,-00.1013
+01.0000,-06.5330,-00.1014
+00.9000,-05.9330,-00.1013
+00.8000,-05.3180,-00.1011
+00.7000,-04.7080,-00.1010
+00.6000,-04.1050,-00.1012
+00.5000,-03.4880,-00.1011
+00.4000,-02.8770,-00.1013
+00.3000,-02.2710,-00.1010
+00.2000,-01.6620,-00.1010
+00.1000,-01.0520,-00.1012
+00.0000,-00.4340,-00.1011
-00.1000,+00.1630,-00.1010
-00.2000,+00.7790,-00.1010
-00.3000,+01.3910,-00.1010
