#Down-iteration: 0
#current,H-field,magnetisation
-00.4000,+02.0090,-00.1010
-00.5000,+02.6030,-00.1010
-00.6000,+03.2320,-00.1009
-00.7000,+03.8330,-00.1007
-00.8000,+04.4440,-00.1007
-00.9000,+05.0520,-00.1009
-01.0000,+05.6460,-00.1009
-01.1000,+06.2710,-00.1009
-01.2000,+06.8860,-00.1007
-01.3000,+07.4940,-00.1007
-01.4000,+08.1020,-00.1007
-01.5000,+08.7170,-00.1008
-01.6000,+09.3260,-00.1007
-01.7000,+09.9400,-00.1007
-01.8000,+10.5550,-00.1010
-01.9000,+11.1460,-00.1011
-02.0000,+11.7660,-00.1013
-02.1000,+12.3600,-00.1009
-02.2000,+12.9880,-00.1010
-02.3000,+13.6000,-00.1010
-02.4000,+14.1960,-00.1009
-02.5000,+14.8060,-00.1010
-02.6000,+15.4060,-00.1011
-02.7000,+16.0500,-00.1013
-02.8000,+16.6370,-00.1021
-02.9000,+17.2450,-00.1037
-03.0000,+17.8600,-00.1094
-03.1000,+18.4560,-00.1186
-03.2000,+19.0800,-00.1211
-03.3000,+19.6830,-00.1212
-03.4000,+20.2930,-00.1212
-03.5000,+20.9130,-00.1211
-03.6000,+21.5150,-00.1213
-03.7000,+22.1110,-00.1211
-03.8000,+22.6980,-00.1212
-03.9000,+23.3060,-00.1211
-04.0000,+23.8870,-00.1211
-04.1000,+24.4670,-00.1213
-04.2000,+25.0310,-00.1212
-04.3000,+25.5820,-00.1212
-04.4000,+26.1240,-00.1211
-04.5000,+26.6410,-00.1211
-04.6000,+27.1280,-00.1214
-04.7000,+27.5990,-00.1215
-04.8000,+28.0310,-00.1215
-04.9000,+28.4600,-00.1214
-05.0000,+28.8650,-00.1213
-05.1000,+29.2400,-00.1210
-05.2000,+29.5970,-00.1211
-05.3000,+29.9370,-00.1210
-05.4000,+30.2630,-00.1211
-05.5000,+30.5720,-00.1212
-05.6000,+30.8550,-00.1212
-05.7000,+31.1310,-00.1212
-05.8000,+31.3980,-00.1212
-05.9000,+31.6390,-00.1213
-06.0000,+31.8950,-00.1214
-06.1000,+32.1010,-00.1214
-06.2000,+32.3280,-00.1212
-06.3000,+32.5480,-00.1213
-06.4000,+32.7440,-00.1213
-06.5000,+32.9500,-00.1213
-06.6000,+33.1240,-00.1211
-06.7000,+33.3030,-00.1212
-06.8000,+33.4760,-00.1215
-06.9000,+33.6310,-00.1216
-07.0000,+33.8040,-00.1215
-07.1000,+33.9440,-00.1214
-07.2000,+34.0860,-00.1214
-07.3000,+34.2430,-00.1214
-07.4000,+34.3780,-00.1214
-07.5000,+34.5050,-00.1214
-07.6000,+34.6330,-00.1214
-07.7000,+34.7600,-00.1214
-07.8000,+34.8930,-00.1214
-07.9000,+35.0050,-00.1213
-08.0000,+35.1190,-00.1212
-08.1000,+35.2420,-00.1214
-08.2000,+35.3490,-00.1212
-08.3000,+35.4540,-00.1212
-08.4000,+35.5600,-00.1212
-08.5000,+35.6690,-00.1214
-08.6000,+35.7530,-00.1213
-08.7000,+35.8640,-00.1215
-08.8000,+35.9680,-00.1212
-08.9000,+36.0670,-00.1213
-09.0000,+36.1680,-00.1213
-09.1000,+36.2460,-00.1211
-09.2000,+36.3350,-00.1212
-09.3000,+36.4280,-00.1211
-09.4000,+36.5150,-00.1213
-09.5000,+36.6140,-00.1212
-09.6000,+36.6810,-00.1211
-09.7000,+36.7670,-00.1213
-09.8000,+36.8520,-00.1212
-09.9000,+36.9280,-00.1212
-10.0000,+37.0180,-00.1212
