#Down-iteration: 5
#current,H-field,magnetisation
+10.0000,-36.1720,-00.1007
+09.9000,-36.1140,-00.1003
+09.8000,-36.0470,-00.1002
+09.7000,-35.9820,-00.1005
+09.6000,-35.9030,-00.1006
+09.5000,-35.8230,-00.1008
+09.4000,-35.7530,-00.1007
+09.3000,-35.6760,-00.1009
+09.2000,-35.5870,-00.1007
+09.1000,-35.5130,-00.1007
+09.0000,-35.4460,-00.1007
+08.9000,-35.3460,-00.1007
+08.8000,-35.2660,-00.1007
+08.7000,-35.1870,-00.1005
+08.6000,-35.0930,-00.1005
+08.5000,-35.0120,-00.1009
+08.4000,-34.9180,-00.1007
+08.3000,-34.8210,-00.1008
+08.2000,-34.7230,-00.1009
+08.1000,-34.6210,-00.1007
+08.0000,-34.5180,-00.1006
+07.9000,-34.4180,-00.1004
+07.8000,-34.3110,-00.1006
+07.7000,-34.1900,-00.1007
+07.6000,-34.0720,-00.1007
+07.5000,-33.9760,-00.1008
+07.4000,-33.8510,-00.1009
+07.3000,-33.7290,-00.1008
+07.2000,-33.6020,-00.1005
+07.1000,-33.4670,-00.1007
+07.0000,-33.3500,-00.1007
+06.9000,-33.2030,-00.1008
+06.8000,-33.0640,-00.1009
+06.7000,-32.9240,-00.1009
+06.6000,-32.7660,-00.1007
+06.5000,-32.6190,-00.1007
+06.4000,-32.4470,-00.1009
+06.3000,-32.2760,-00.1007
+06.2000,-32.0930,-00.1008
+06.1000,-31.9030,-00.1010
+06.0000,-31.7180,-00.1010
+05.9000,-31.5030,-00.1010
+05.8000,-31.2940,-00.1009
+05.7000,-31.0700,-00.1013
+05.6000,-30.8150,-00.1010
+05.5000,-30.5690,-00.1011
+05.4000,-30.3040,-00.1013
+05.3000,-30.0150,-00.1011
+05.2000,-29.7270,-00.1011
+05.1000,-29.4000,-00.1012
+05.0000,-29.0570,-00.1013
+04.9000,-28.7170,-00.1013
+04.8000,-28.3550,-00.1013
+04.7000,-27.9460,-00.1015
+04.6000,-27.5360,-00.1016
+04.5000,-27.1030,-00.1018
+04.4000,-26.6410,-00.1014
+04.3000,-26.1890,-00.1013
+04.2000,-25.6890,-00.1013
+04.1000,-25.1560,-00.1012
+04.0000,-24.6410,-00.1013
+03.9000,-24.0800,-00.1013
+03.8000,-23.5120,-00.1016
+03.7000,-22.9440,-00.1013
+03.6000,-22.3440,-00.1016
+03.5000,-21.7550,-00.1015
+03.4000,-21.1380,-00.1013
+03.3000,-20.5430,-00.1015
+03.2000,-19.9320,-00.1013
+03.1000,-19.3260,-00.1013
+03.0000,-18.7240,-00.1012
+02.9000,-18.1010,-00.1013
+02.8000,-17.5040,-00.1016
+02.7000,-16.8850,-00.1016
+02.6000,-16.2820,-00.1014
+02.5000,-15.6800,-00.1016
+02.4000,-15.0680,-00.1017
+02.3000,-14.4640,-00.1018
+02.2000,-13.8470,-00.1016
+02.1000,-13.2410,-00.1018
+02.0000,-12.6320,-00.1017
+01.9000,-12.0290,-00.1016
+01.8000,-11.4140,-00.1016
+01.7000,-10.8020,-00.1017
+01.6000,-10.1910,-00.1016
+01.5000,-09.5810,-00.1013
+01.4000,-08.9840,-00.1013
+01.3000,-08.3700,-00.1014
+01.2000,-07.7470,-00.1016
+01.1000,-07.1450,-00.1016
+01.0000,-06.5330,-00.1013
+00.9000,-05.9330,-00.1018
+00.8000,-05.3180,-00.1018
+00.7000,-04.7080,-00.1017
+00.6000,-04.1050,-00.1017
+00.5000,-03.4880,-00.1019
+00.4000,-02.8770,-00.1019
+00.3000,-02.2710,-00.1020
+00.2000,-01.6620,-00.1019
+00.1000,-01.0520,-00.1020
+00.0000,-00.4340,-00.1019
-00.1000,+00.1630,-00.1021
-00.2000,+00.7790,-00.1021
-00.3000,+01.3910,-00.1021
-00.4000,+02.0090,-00.1019
-00.5000,+02.6030,-00.1022
-00.6000,+03.2320,-00.1021
-00.7000,+03.8330,-00.1019
-00.8000,+04.4440,-00.1020
-00.9000,+05.0520,-00.1020
-01.0000,+05.6460,-00.1020
-01.1000,+06.2710,-00.1021
-01.2000,+06.8860,-00.1025
-01.3000,+07.4940,-00.1022
-01.4000,+08.1020,-00.1019
-01.5000,+08.7170,-00.1020
-01.6000,+09.3260,-00.1022
-01.7000,+09.9400,-00.1022
-01.8000,+10.5550,-00.1020
-01.9000,+11.1460,-00.1019
-02.0000,+11.7660,-00.1020
-02.1000,+12.3600,-00.1022
-02.2000,+12.9880,-00.1022
-02.3000,+13.6000,-00.1021
-02.4000,+14.1960,-00.1022
-02.5000,+14.8060,-00.1023
-02.6000,+15.4060,-00.1023
-02.7000,+16.0500,-00.1025
-02.8000,+16.6370,-00.1035
-02.9000,+17.2450,-00.1058
-03.0000,+17.8600,-00.1118
-03.1000,+18.4560,-00.1205
-03.2000,+19.0800,-00.1226
-03.3000,+19.6830,-00.1227
-03.4000,+20.2930,-00.1226
-03.5000,+20.9130,-00.1227
-03.6000,+21.5150,-00.1225
-03.7000,+22.1110,-00.1227
-03.8000,+22.6980,-00.1230
-03.9000,+23.3060,-00.1229
-04.0000,+23.8870,-00.1227
-04.1000,+24.4670,-00.1230
-04.2000,+25.0310,-00.1229
-04.3000,+25.5820,-00.1227
-04.4000,+26.1240,-00.1230
-04.5000,+26.6410,-00.1230
-04.6000,+27.1280,-00.1228
-04.7000,+27.5990,-00.1226
-04.8000,+28.0310,-00.1228
-04.9000,+28.4600,-00.1230
-05.0000,+28.8650,-00.1230
-05.1000,+29.2400,-00.1230
-05.2000,+29.5970,-00.1231
-05.3000,+29.9370,-00.1229
-05.4000,+30.2630,-00.1229
-05.5000,+30.5720,-00.1229
-05.6000,+30.8550,-00.1232
-05.7000,+31.1310,-00.1231
-05.8000,+31.3980,-00.1231
