#Down-iteration: 5
#current,H-field,magnetisation
-05.9000,+31.6390,-00.1232
-06.0000,+31.8950,-00.1232
-06.1000,+32.1010,-00.1233
-06.2000,+32.3280,-00.1233
-06.3000,+32.5480,-00.1233
-06.4000,+32.7440,-00.1233
-06.5000,+32.9500,-00.1232
-06.6000,+33.1240,-00.1231
-06.7000,+33.3030,-00.1233
-06.8000,+33.4760,-00.1233
-06.9000,+33.6310,-00.1231
-07.0000,+33.8040,-00.1232
-07.1000,+33.9440,-00.1233
-07.2000,+34.0860,-00.1233
-07.3000,+34.2430,-00.1234
-07.4000,+34.3780,-00.1233
-07.5000,+34.5050,-00.1235
-07.6000,+34.6330,-00.1235
-07.7000,+34.7600,-00.1234
-07.8000,+34.8930,-00.1232
-07.9000,+35.0050,-00.1233
-08.0000,+35.1190,-00.1230
-08.1000,+35.2420,-00.1233
-08.2000,+35.3490,-00.1232
-08.3000,+35.4540,-00.1231
-08.4000,+35.5600,-00.1234
-08.5000,+35.6690,-00.1235
-08.6000,+35.7530,-00.1235
-08.7000,+35.8640,-00.1236
-08.8000,+35.9680,-00.1236
-08.9000,+36.0670,-00.1236
-09.0000,+36.1680,-00.1233
-09.1000,+36.2460,-00.1233
-09.2000,+36.3350,-00.1233
-09.3000,+36.4280,-00.1234
-09.4000,+36.5150,-00.1235
-09.5000,+36.6140,-00.1236
-09.6000,+36.6810,-00.1236
-09.7000,+36.7670,-00.1235
-09.8000,+36.8520,-00.1236
-09.9000,+36.9280,-00.1234
-10.0000,+37.0180,-00.1237
