401.269	265
401.667	271
402.066	269
402.464	257
402.863	255
403.261	241
403.660	245
404.058	240
404.456	230
404.855	226
405.253	231
405.651	229
406.050	218
406.448	222
406.846	221
407.245	224
407.643	227
408.041	216
408.439	212
408.838	213
409.236	214
409.634	217
410.032	211
410.430	210
410.829	205
411.227	215
411.625	209
412.023	211
412.421	217
412.819	203
413.217	212
413.615	206
414.013	207
414.411	208
414.809	201
415.207	210
415.605	210
416.003	209
416.401	200
416.799	205
417.197	204
417.595	200
417.993	204
418.391	209
418.789	204
419.187	201
419.584	207
419.982	219
420.380	215
420.778	224
421.176	210
421.573	205
421.971	226
422.369	228
422.767	226
423.164	231
423.562	235
423.960	227
424.357	238
424.755	238
425.153	242
425.550	253
425.948	244
426.346	249
426.743	258
427.141	255
427.538	274
427.936	272
428.333	278
428.731	276
429.128	272
429.526	297
429.923	300
430.321	299
430.718	332
431.116	326
431.513	318
431.910	346
432.308	343
432.705	339
433.103	338
433.500	360
433.897	367
434.295	379
434.692	379
435.089	393
435.486	714
435.884	404
436.281	408
436.678	412
437.075	420
437.473	427
437.870	431
438.267	431
438.664	444
439.061	436
439.458	443
439.855	434
440.253	422
440.650	435
441.047	448
441.444	431
441.841	447
442.238	426
442.635	431
443.032	420
443.429	412
443.826	413
444.223	399
444.620	397
445.017	402
445.414	390
445.810	383
446.207	389
446.604	377
447.001	356
447.398	352
447.795	333
448.192	344
448.588	333
448.985	348
449.382	316
449.779	312
450.175	314
450.572	304
450.969	298
451.366	299
451.762	288
452.159	276
452.556	276
452.952	272
453.349	256
453.746	266
454.142	276
454.539	264
454.935	258
455.332	249
455.728	239
456.125	256
456.521	244
456.918	242
457.314	243
457.711	243
458.107	242
458.504	240
458.900	224
459.297	226
459.693	229
460.089	225
460.486	233
460.882	230
461.279	214
461.675	220
462.071	222
462.468	212
462.864	205
463.260	218
463.656	219
464.053	219
464.449	206
464.845	211
465.241	204
465.637	200
466.034	196
466.430	201
466.826	193
467.222	207
467.618	199
468.014	194
468.410	188
468.806	192
469.202	189
469.599	192
469.995	193
470.391	201
470.787	192
471.183	191
471.579	194
471.975	199
472.370	194
472.766	184
473.162	194
473.558	190
473.954	186
474.350	184
474.746	196
475.142	194
475.538	191
475.933	187
476.329	191
476.725	191
477.121	197
477.516	198
477.912	192
478.308	190
478.704	189
479.099	187
479.495	194
479.891	188
480.286	187
480.682	190
481.078	197
481.473	194
481.869	190
482.264	190
482.660	195
483.056	188
483.451	191
483.847	191
484.242	190
484.638	188
485.033	199
485.429	190
485.824	194
486.220	195
486.615	189
487.010	195
487.406	193
487.801	194
488.197	200
488.592	196
488.987	191
489.383	200
489.778	192
490.173	202
490.569	192
490.964	205
491.359	206
491.754	197
492.150	191
492.545	201
492.940	197
493.335	203
493.730	208
494.126	207
494.521	206
494.916	207
495.311	204
495.706	218
496.101	219
496.496	208
496.891	211
497.286	221
497.681	213
498.076	215
498.471	228
498.866	227
499.261	230
499.656	236
500.051	233
500.446	227
500.841	225
501.236	233
501.631	236
502.026	243
502.421	241
502.816	237
503.210	257
503.605	252
504.000	252
504.395	256
504.790	260
505.184	268
505.579	256
505.974	270
506.369	258
506.763	260
