401.269	43
401.667	48
402.066	44
402.464	45
402.863	42
403.261	42
403.660	40
404.058	40
404.456	46
404.855	41
405.253	41
405.651	39
406.050	39
406.448	39
406.846	39
407.245	41
407.643	39
408.041	38
408.439	38
408.838	37
409.236	39
409.634	38
410.032	38
410.430	38
410.829	40
411.227	37
411.625	37
412.023	36
412.421	39
412.819	38
413.217	40
413.615	38
414.013	36
414.411	37
414.809	38
415.207	38
415.605	38
416.003	39
416.401	36
416.799	38
417.197	38
417.595	39
417.993	38
418.391	35
418.789	40
419.187	38
419.584	40
419.982	39
420.380	39
420.778	39
421.176	39
421.573	39
421.971	38
422.369	42
422.767	41
423.164	41
423.562	38
423.960	40
424.357	44
424.755	36
425.153	41
425.550	41
425.948	43
426.346	44
426.743	45
427.141	41
427.538	41
427.936	45
428.333	44
428.731	42
429.128	43
429.526	44
429.923	44
430.321	46
430.718	44
431.116	46
431.513	46
431.910	46
432.308	48
432.705	48
433.103	47
433.500	49
433.897	49
434.295	52
434.692	51
435.089	56
435.486	52
435.884	54
436.281	54
436.678	55
437.075	52
437.473	51
437.870	57
438.267	52
438.664	53
439.061	55
439.458	51
439.855	55
440.253	56
440.650	56
441.047	55
441.444	54
441.841	53
442.238	51
442.635	52
443.032	52
443.429	54
443.826	50
444.223	54
444.620	51
445.017	52
445.414	52
445.810	55
446.207	47
446.604	48
447.001	50
447.398	50
447.795	48
448.192	49
448.588	48
448.985	48
449.382	48
449.779	47
450.175	46
450.572	45
450.969	42
451.366	45
451.762	47
452.159	49
452.556	43
452.952	47
453.349	46
453.746	42
454.142	45
454.539	43
454.935	42
455.332	42
455.728	43
456.125	41
456.521	39
456.918	39
457.314	40
457.711	39
458.107	38
458.504	39
458.900	40
459.297	39
459.693	38
460.089	40
460.486	37
460.882	35
461.279	39
461.675	36
462.071	38
462.468	40
462.864	39
463.260	36
463.656	40
464.053	40
464.449	36
464.845	38
465.241	39
465.637	37
466.034	37
466.430	38
466.826	36
467.222	35
467.618	36
468.014	37
468.410	34
468.806	37
469.202	36
469.599	37
469.995	38
470.391	36
470.787	37
471.183	37
471.579	37
471.975	35
472.370	37
472.766	40
473.162	37
473.558	34
473.954	37
474.350	38
474.746	37
475.142	34
475.538	35
475.933	35
476.329	39
476.725	38
477.121	39
477.516	35
477.912	38
478.308	37
478.704	40
479.099	36
479.495	35
479.891	38
480.286	38
480.682	36
481.078	36
481.473	36
481.869	36
482.264	38
482.660	39
483.056	39
483.451	34
483.847	39
484.242	35
484.638	38
485.033	40
485.429	39
485.824	36
486.220	36
486.615	38
487.010	38
487.406	38
487.801	35
488.197	37
488.592	40
488.987	38
489.383	37
489.778	36
490.173	38
490.569	37
490.964	40
491.359	38
491.754	38
492.150	40
492.545	38
492.940	36
493.335	40
493.730	39
494.126	39
494.521	38
494.916	40
495.311	40
495.706	38
496.101	41
496.496	41
496.891	39
497.286	39
497.681	39
498.076	39
498.471	38
498.866	41
499.261	43
499.656	43
500.051	43
500.446	39
500.841	41
501.236	41
501.631	41
502.026	41
502.421	39
502.816	40
503.210	43
503.605	42
504.000	40
504.395	44
504.790	43
505.184	43
505.579	42
505.974	45
506.369	43
506.763	45
507.158	43
507.553	44
507.947	42
508.342	42
508.737	44
509.131	43
509.526	41
509.920	43
510.315	43
510.710	47
511.104	46
511.499	45
511.893	47
512.288	43
512.682	44
513.077	43
513.471	44
513.866	47
514.260	50
514.654	45
515.049	46
515.443	47
515.838	46
516.232	44
516.626	44
517.021	45
517.415	51
517.809	48
518.204	46
518.598	50
518.992	47
519.386	49
519.781	53
520.175	48
520.569	49
520.963	53
521.357	45
521.752	48
522.146	48
522.540	49
522.934	46
523.328	51
523.722	52
524.116	50
524.510	45
524.904	52
525.298	52
525.692	52
526.086	53
526.480	67
526.874	95
527.268	123
527.662	172
528.056	242
528.450	278
528.844	342
529.238	379
529.632	394
530.026	419
530.420	398
530.813	402
531.207	405
531.601	399
531.995	412
532.389	476
532.782	509
533.176	507
533.570	501
533.964	491
534.357	400
534.751	352
535.145	248
